companyName,companyCode,operatingProfitsFourYearsAgo,operatingProfitsThreeYearsAgo,operatingProfitsTwoYearsAgo,operatingProfitsOneYearAgo
넷마블,251270,"2,027","2,720","1,510","-1,049"
