companyName,companyCode,operatingProfitsFourYearsAgo,operatingProfitsThreeYearsAgo,operatingProfitsTwoYearsAgo,operatingProfitsOneYearAgo
더블유게임즈,192080,"1,546","1,942","1,904","1,805"
