미스터블루,207760,139.0,144.0,68.0
넵튠,217270,-101.0,-87.0,-246.0
티쓰리,204610,47.0,33.0,91.0,140.0
한빛소프트,047080,-2.0,-7.0,-7.0
카카오게임즈,293490,350.0,665.0,1119.0,1934.0
웹젠,069080,518.0,1083.0,1030.0,811.0
엔씨소프트,036570,4790.0,8248.0,3752.0,5881.0
크래프톤,259960,3593.0,7739.0,6396.0,7173.0
펄어비스,263750,1506.0,1573.0,430.0,202.0
밸로프,331520,-24.0,19.0,17.0
넷마블,251270,2027.0,2720.0,1510.0,-1049.0
플레이위드,023770,136.0,136.0,5.0
미투젠,950190,434.0,474.0,367.0
네오위즈,095660,326.0,603.0,212.0,235.0
미투온,201490,405.0,446.0,345.0
스카이문스테크놀로지,033790,-105.0,-15.0,19.0
베스파,299910,-87.0,-339.0,-441.0
코원플레이,056000,-36.0,4.0,-62.0
엠게임,058630,72.0,106.0,184.0
컴투스,078340,1260.0,1141.0,526.0,68.0
썸에이지,208640,-133.0,-120.0,-21.0
모비릭스,348030,74.0,103.0,100.0
룽투코리아,060240,-31.0,2.0,-101.0
액션스퀘어,205500,-82.0,-19.0,-74.0
액토즈소프트,052790,257.0,179.0,254.0
넥슨게임즈,225570
더블유게임즈,192080,1546.0,1942.0,1904.0,1805.0
드래곤플라이,030350,-45.0,-35.0,-38.0
컴투스홀딩스,063080,-171.0,237.0,378.0,-46.0
조이시티,067000,85.0,205.0,218.0,48.0
위메이드,112040,-93.0,-125.0,974.0,-638.0
위메이드맥스,101730,-110.0,-52.0,3.0
위메이드플레이,123420,28.0,130.0,85.0
네오위즈홀딩스,042420,294.0,578.0,194.0
데브시스터즈,194480,-222.0,-61.0,567.0,-76.0
