2023.01.24,1
2023.01.23,1
2023.01.21,1
2023.01.20,7
2023.01.19,9
2023.01.18,9
2023.01.17,16
2023.01.16,5
2023.01.15,2
2023.01.14,1
2023.01.13,7
2023.01.12,3
2023.01.11,10
2023.01.10,4
2023.01.09,6
2023.01.08,1
2023.01.07,2
2023.01.06,13
2023.01.05,20
2023.01.04,44
2023.01.03,39
2023.01.02,11
2023.01.01,2
2022.12.31,2
2022.12.30,5
2022.12.29,43
2022.12.28,13
2022.12.27,6
2022.12.26,12
2022.12.25,6
2022.12.24,2
2022.12.23,7
2022.12.22,9
2022.12.21,6
2022.12.20,14
2022.12.19,13
2022.12.18,2
2022.12.17,1
2022.12.16,20
2022.12.15,18
2022.12.14,19
2022.12.13,26
2022.12.12,27
2022.12.11,5
2022.12.10,1
2022.12.09,37
2022.12.08,54
2022.12.07,150
2022.12.06,1
2022.12.05,4
2022.12.03,1
2022.12.02,4
2022.12.01,15
2022.11.30,16
2022.11.29,2
2022.11.28,6
2022.11.27,1
2022.11.26,1
2022.11.25,18
2022.11.24,16
2022.11.23,24
2022.11.22,39
2022.11.21,29
2022.11.20,2
2022.11.19,4
2022.11.18,73
2022.11.17,37
2022.11.16,12
2022.11.15,9
2022.11.14,18
2022.11.13,3
2022.11.11,15
2022.11.10,9
2022.11.09,20
2022.11.08,50
2022.11.07,12
2022.11.06,2
2022.11.04,9
2022.11.03,4
2022.11.02,10
2022.11.01,16
2022.10.31,2
2022.10.28,1
2022.10.27,11
2022.10.26,9
2022.10.25,5
2022.10.24,5
2022.10.22,3
2022.10.21,8
2022.10.20,7
2022.10.19,14
2022.10.18,23
2022.10.17,2
2022.10.16,2
2022.10.15,2
2022.10.14,5
2022.10.13,7
2022.10.12,3
2022.10.11,2
2022.10.10,1
2022.10.08,2
2022.10.07,1
2022.10.06,1
2022.10.04,5
2022.10.03,1
2022.10.02,2
2022.10.01,1
2022.09.30,2
2022.09.29,4
2022.09.28,1
2022.09.27,3
2022.09.26,4
2022.09.25,2
2022.09.23,3
2022.09.22,1
2022.09.21,1
2022.09.20,4
2022.09.19,7
2022.09.18,1
2022.09.16,2
2022.09.15,3
2022.09.14,2
2022.09.13,1
2022.09.11,1
2022.09.09,1
2022.09.08,2
2022.09.07,6
2022.09.06,3
2022.09.05,4
2022.09.04,1
2022.09.03,2
2022.09.02,3
2022.09.01,5
2022.08.31,3
2022.08.30,4
2022.08.29,2
2022.08.26,2
2022.08.25,4
2022.08.24,2
2022.08.23,5
2022.08.22,4
2022.08.21,1
2022.08.19,4
2022.08.18,3
2022.08.17,6
2022.08.16,14
2022.08.15,3
2022.08.12,7
2022.08.11,6
2022.08.10,8
2022.08.09,5
2022.08.08,29
