ÆÞ¾îºñ½º,263750,2023.01.30,0.39,0.22
ÆÞ¾îºñ½º,263750,2023.01.27,0.26,0.18
ÆÞ¾îºñ½º,263750,2023.01.26,0.33,0.27
ÆÞ¾îºñ½º,263750,2023.01.25,0.36,0.26
ÆÞ¾îºñ½º,263750,2023.01.20,0.17,0.16
ÆÞ¾îºñ½º,263750,2023.01.19,0.38,0.24
ÆÞ¾îºñ½º,263750,2023.01.18,0.23,0.24
ÆÞ¾îºñ½º,263750,2023.01.17,0.15,0.18
ÆÞ¾îºñ½º,263750,2023.01.16,0.26,0.29
ÆÞ¾îºñ½º,263750,2023.01.13,0.28,0.28
ÆÞ¾îºñ½º,263750,2023.01.12,0.2,0.23
ÆÞ¾îºñ½º,263750,2023.01.11,0.32,0.26
ÆÞ¾îºñ½º,263750,2023.01.10,0.5,0.27
ÆÞ¾îºñ½º,263750,2023.01.09,0.23,0.24
ÆÞ¾îºñ½º,263750,2023.01.06,0.27,0.23
ÆÞ¾îºñ½º,263750,2023.01.05,0.69,1.0
ÆÞ¾îºñ½º,263750,2023.01.04,0.35,0.28
ÆÞ¾îºñ½º,263750,2023.01.03,0.38,0.2
ÆÞ¾îºñ½º,263750,2023.01.02,0.81,0.39
ÆÞ¾îºñ½º,263750,2022.12.29,1.0,0.9
ÆÞ¾îºñ½º,263750,2022.12.28,0.52,0.3
ÆÞ¾îºñ½º,263750,2022.12.27,0.19,0.18
ÆÞ¾îºñ½º,263750,2022.12.26,0.37,0.2
