companyName,companyCode,companyDate,postsPerDay,volumePerDay
카카오게임즈,293490,2023.01.30,0.17,0.22
카카오게임즈,293490,2023.01.27,0.17,0.27
카카오게임즈,293490,2023.01.26,0.25,0.29
카카오게임즈,293490,2023.01.25,0.17,0.34
카카오게임즈,293490,2023.01.20,0.09,0.14
카카오게임즈,293490,2023.01.19,0.25,0.19
카카오게임즈,293490,2023.01.18,0.38,0.32
카카오게임즈,293490,2023.01.17,0.73,0.64
카카오게임즈,293490,2023.01.16,1.0,1.0
카카오게임즈,293490,2023.01.13,0.28,0.23
카카오게임즈,293490,2023.01.12,0.23,0.21
카카오게임즈,293490,2023.01.11,0.34,0.24
카카오게임즈,293490,2023.01.10,0.56,0.35
카카오게임즈,293490,2023.01.09,0.28,0.27
카카오게임즈,293490,2023.01.06,0.57,0.42
카카오게임즈,293490,2023.01.05,0.41,0.35
