companyName,companyCode,date,postPerDay,tradingPerDay
데브시스터즈,194480,2023.01.30,0.03,0.08
데브시스터즈,194480,2023.01.27,0.01,0.04
데브시스터즈,194480,2023.01.26,0.29,0.7
데브시스터즈,194480,2023.01.25,0.28,0.04
데브시스터즈,194480,2023.01.20,0.01,0.05
데브시스터즈,194480,2023.01.19,0.39,0.28
데브시스터즈,194480,2023.01.18,0.87,0.42
데브시스터즈,194480,2023.01.17,0.08,0.12
데브시스터즈,194480,2023.01.16,0.77,0.48
데브시스터즈,194480,2023.01.13,0.24,0.34
데브시스터즈,194480,2023.01.12,0.0,0.0
데브시스터즈,194480,2023.01.11,0.33,0.39
데브시스터즈,194480,2023.01.10,0.32,1.0
데브시스터즈,194480,2023.01.09,0.27,0.19
데브시스터즈,194480,2023.01.06,0.69,0.44
데브시스터즈,194480,2023.01.05,1.0,0.72
