companyName,companyCode,companyDate,postsPerDay,volumePerDay
캐리소프트,317530,2023.01.30,0.1,0.04
캐리소프트,317530,2023.01.27,0.1,0.02
캐리소프트,317530,2023.01.26,0.06,0.02
캐리소프트,317530,2023.01.25,0.02,0.02
캐리소프트,317530,2023.01.20,0.17,0.03
캐리소프트,317530,2023.01.19,0.46,0.22
캐리소프트,317530,2023.01.18,0.19,0.05
캐리소프트,317530,2023.01.17,0.15,0.07
캐리소프트,317530,2023.01.16,0.4,0.32
캐리소프트,317530,2023.01.13,0.17,0.02
캐리소프트,317530,2023.01.12,0.15,0.01
캐리소프트,317530,2023.01.11,0.31,0.02
캐리소프트,317530,2023.01.10,0.2,0.04
캐리소프트,317530,2023.01.09,0.06,0.02
캐리소프트,317530,2023.01.06,0.26,0.15
캐리소프트,317530,2023.01.05,0.21,0.09
캐리소프트,317530,2023.01.04,0.17,0.07
캐리소프트,317530,2023.01.03,0.15,0.07
캐리소프트,317530,2023.01.02,0.34,0.27
캐리소프트,317530,2022.12.29,0.07,0.01
캐리소프트,317530,2022.12.28,0.06,0.02
캐리소프트,317530,2022.12.27,0.1,0.02
캐리소프트,317530,2022.12.26,0.15,0.02
캐리소프트,317530,2022.12.23,0.12,0.02
캐리소프트,317530,2022.12.22,0.17,0.05
캐리소프트,317530,2022.12.21,0.16,0.06
캐리소프트,317530,2022.12.20,0.09,0.06
캐리소프트,317530,2022.12.19,0.15,0.07
캐리소프트,317530,2022.12.16,0.23,0.16
캐리소프트,317530,2022.12.15,0.52,0.5
캐리소프트,317530,2022.12.14,0.05,0.02
캐리소프트,317530,2022.12.13,0.2,0.04
캐리소프트,317530,2022.12.12,0.07,0.05
캐리소프트,317530,2022.12.09,0.1,0.12
캐리소프트,317530,2022.12.08,0.31,0.23
캐리소프트,317530,2022.12.07,0.56,0.3
캐리소프트,317530,2022.12.06,1.0,1.0
