companyName,companyCode,companyDate,postsPerDay,volumePerDay
넥슨게임즈,225570,2023.01.30,0.37,0.12
넥슨게임즈,225570,2023.01.27,0.63,0.31
넥슨게임즈,225570,2023.01.26,0.45,0.39
넥슨게임즈,225570,2023.01.25,1.0,1.0
넥슨게임즈,225570,2023.01.20,0.17,0.04
넥슨게임즈,225570,2023.01.19,0.23,0.04
넥슨게임즈,225570,2023.01.18,0.14,0.05
넥슨게임즈,225570,2023.01.17,0.18,0.05
넥슨게임즈,225570,2023.01.16,0.21,0.07
넥슨게임즈,225570,2023.01.13,0.41,0.07
넥슨게임즈,225570,2023.01.12,0.43,0.09
넥슨게임즈,225570,2023.01.11,0.3,0.13
넥슨게임즈,225570,2023.01.10,0.68,0.14
넥슨게임즈,225570,2023.01.09,0.44,0.19
넥슨게임즈,225570,2023.01.06,0.23,0.13
