companyName,companyCode,date,postPerDay,tradingPerDay
미투온,201490,2023.01.30,0.36,0.07
미투온,201490,2023.01.27,0.19,0.07
미투온,201490,2023.01.26,0.14,0.07
미투온,201490,2023.01.25,0.28,0.14
미투온,201490,2023.01.20,0.19,0.05
미투온,201490,2023.01.19,0.19,0.14
미투온,201490,2023.01.18,0.22,0.2
미투온,201490,2023.01.17,0.19,0.04
미투온,201490,2023.01.16,0.11,0.12
미투온,201490,2023.01.13,0.67,0.6
미투온,201490,2023.01.12,0.06,0.02
미투온,201490,2023.01.11,0.11,0.07
미투온,201490,2023.01.10,0.06,0.01
미투온,201490,2023.01.09,0.28,0.03
미투온,201490,2023.01.06,0.31,0.0
미투온,201490,2023.01.05,0.22,0.03
미투온,201490,2023.01.04,0.47,0.05
미투온,201490,2023.01.03,0.56,0.12
미투온,201490,2023.01.02,0.53,0.06
미투온,201490,2022.12.29,0.56,0.33
미투온,201490,2022.12.28,0.03,0.03
미투온,201490,2022.12.27,0.31,0.05
미투온,201490,2022.12.26,0.39,0.06
미투온,201490,2022.12.23,0.72,0.11
미투온,201490,2022.12.22,0.42,0.03
미투온,201490,2022.12.21,0.47,0.14
미투온,201490,2022.12.20,0.28,0.13
미투온,201490,2022.12.19,0.36,0.07
미투온,201490,2022.12.16,0.42,0.04
미투온,201490,2022.12.15,0.03,0.04
미투온,201490,2022.12.14,0.33,0.1
미투온,201490,2022.12.13,0.19,0.06
미투온,201490,2022.12.12,0.14,0.04
미투온,201490,2022.12.09,0.14,0.07
미투온,201490,2022.12.08,0.47,0.11
미투온,201490,2022.12.07,0.42,0.07
미투온,201490,2022.12.06,0.06,0.05
미투온,201490,2022.12.05,0.14,0.06
미투온,201490,2022.12.02,0.33,0.11
미투온,201490,2022.12.01,0.17,0.08
미투온,201490,2022.11.30,0.14,0.03
미투온,201490,2022.11.29,0.25,0.04
미투온,201490,2022.11.28,0.39,0.1
미투온,201490,2022.11.25,1.0,0.4
미투온,201490,2022.11.24,0.28,0.11
미투온,201490,2022.11.23,0.81,0.11
미투온,201490,2022.11.22,0.31,0.41
미투온,201490,2022.11.21,0.67,0.18
미투온,201490,2022.11.18,0.25,0.3
미투온,201490,2022.11.17,0.31,0.07
미투온,201490,2022.11.16,0.11,0.11
미투온,201490,2022.11.15,0.17,0.13
미투온,201490,2022.11.14,0.28,0.22
미투온,201490,2022.11.11,0.39,0.24
미투온,201490,2022.11.10,0.56,1.0
미투온,201490,2022.11.09,0.42,0.16
미투온,201490,2022.11.08,0.53,0.36
미투온,201490,2022.11.07,0.06,0.17
미투온,201490,2022.11.04,0.11,0.12
미투온,201490,2022.11.03,0.25,0.1
미투온,201490,2022.11.02,0.42,0.24
미투온,201490,2022.11.01,0.14,0.27
미투온,201490,2022.10.31,0.25,0.36
미투온,201490,2022.10.28,0.17,0.24
미투온,201490,2022.10.27,0.14,0.53
미투온,201490,2022.10.26,0.14,0.09
미투온,201490,2022.10.25,0.0,0.08
미투온,201490,2022.10.24,0.08,0.11
미투온,201490,2022.10.21,0.06,0.16
미투온,201490,2022.10.20,0.06,0.14
미투온,201490,2022.10.19,0.17,0.33
미투온,201490,2022.10.18,0.56,0.99
미투온,201490,2022.10.17,0.28,0.73
미투온,201490,2022.10.14,0.17,0.83
미투온,201490,2022.10.13,0.19,0.24
미투온,201490,2022.10.12,0.11,0.14
미투온,201490,2022.10.11,0.08,0.18
미투온,201490,2022.10.07,0.03,0.08
미투온,201490,2022.10.06,0.11,0.08
미투온,201490,2022.10.05,0.08,0.12
미투온,201490,2022.10.04,0.0,0.12
미투온,201490,2022.09.30,0.19,0.18
미투온,201490,2022.09.29,0.11,0.24
미투온,201490,2022.09.28,0.06,0.42
미투온,201490,2022.09.27,0.14,0.3
미투온,201490,2022.09.26,0.06,0.45
미투온,201490,2022.09.23,0.25,0.33
미투온,201490,2022.09.22,0.25,0.23
미투온,201490,2022.09.21,0.22,0.22
미투온,201490,2022.09.20,0.33,0.16
미투온,201490,2022.09.19,0.14,0.17
미투온,201490,2022.09.16,0.08,0.2
미투온,201490,2022.09.15,0.33,0.23
미투온,201490,2022.09.14,0.14,0.27
미투온,201490,2022.09.13,0.25,0.27
미투온,201490,2022.09.08,0.56,0.35
미투온,201490,2022.09.07,0.92,0.66
미투온,201490,2022.09.06,0.56,0.55
미투온,201490,2022.09.05,0.44,0.59
