companyName,companyCode,companyDate,postsPerDay,volumePerDay
플리토,300080,2023.01.30,0.73,1.0
플리토,300080,2023.01.27,0.33,0.56
플리토,300080,2023.01.26,0.26,0.21
플리토,300080,2023.01.25,0.03,0.36
플리토,300080,2023.01.20,0.03,0.09
플리토,300080,2023.01.19,0.17,0.07
플리토,300080,2023.01.18,0.1,0.13
플리토,300080,2023.01.17,0.24,0.5
플리토,300080,2023.01.16,0.28,0.29
플리토,300080,2023.01.13,0.27,0.26
플리토,300080,2023.01.12,0.06,0.05
플리토,300080,2023.01.11,0.12,0.09
플리토,300080,2023.01.10,0.14,0.23
플리토,300080,2023.01.09,0.01,0.04
플리토,300080,2023.01.06,0.07,0.03
플리토,300080,2023.01.04,0.02,0.01
플리토,300080,2023.01.03,0.0,0.01
플리토,300080,2022.12.29,0.01,0.01
플리토,300080,2022.12.27,0.06,0.07
플리토,300080,2022.12.26,0.18,0.15
플리토,300080,2022.12.23,0.0,0.03
플리토,300080,2022.12.22,0.03,0.04
플리토,300080,2022.12.21,0.13,0.09
플리토,300080,2022.12.20,0.08,0.05
플리토,300080,2022.12.19,0.13,0.17
플리토,300080,2022.12.16,0.08,0.04
플리토,300080,2022.12.15,0.11,0.05
플리토,300080,2022.12.14,0.26,0.06
플리토,300080,2022.12.13,0.16,0.03
플리토,300080,2022.12.12,0.32,0.11
플리토,300080,2022.12.09,1.0,0.22
플리토,300080,2022.12.08,0.01,0.02
플리토,300080,2022.11.30,0.0,0.0
플리토,300080,2022.12.01,0.0,0.01
플리토,300080,2022.11.29,0.01,0.02
플리토,300080,2022.11.28,0.16,0.07
플리토,300080,2022.11.24,0.01,0.01
플리토,300080,2022.11.23,0.03,0.01
플리토,300080,2022.11.15,0.0,0.0
플리토,300080,2022.11.14,0.01,0.0
플리토,300080,2022.11.10,0.0,0.0
플리토,300080,2022.11.07,0.0,0.0
플리토,300080,2022.11.02,0.0,0.0
플리토,300080,2022.10.20,0.0,0.0
플리토,300080,2022.10.07,0.0,0.0
플리토,300080,2022.09.26,0.0,0.01
플리토,300080,2022.09.14,0.0,0.01
플리토,300080,2022.09.13,0.01,0.02
플리토,300080,2022.09.07,0.0,0.01
플리토,300080,2022.09.06,0.0,0.01
플리토,300080,2022.08.30,0.0,0.0
플리토,300080,2022.08.19,0.0,0.0
플리토,300080,2022.08.17,0.0,0.01
플리토,300080,2022.08.16,0.0,0.01
플리토,300080,2022.08.12,0.01,0.0
플리토,300080,2022.08.11,0.01,0.0
플리토,300080,2022.08.08,0.0,0.0
플리토,300080,2022.08.03,0.03,0.01
플리토,300080,2022.08.02,0.0,0.0
플리토,300080,2022.07.27,0.04,0.01
플리토,300080,2022.07.26,0.04,0.02
플리토,300080,2022.07.25,0.02,0.0
플리토,300080,2022.07.21,0.0,0.0
플리토,300080,2022.07.20,0.0,0.01
플리토,300080,2022.07.19,0.0,0.01
플리토,300080,2022.07.07,0.0,0.01
플리토,300080,2022.07.04,0.0,0.01
플리토,300080,2022.06.29,0.01,0.0
