companyName,companyCode,companyDate,postsPerDay,volumePerDay
미스터블루,207760,2023.01.30,0.0,0.0
미스터블루,207760,2023.01.27,0.05,0.02
미스터블루,207760,2023.01.26,0.05,0.09
미스터블루,207760,2023.01.25,0.02,0.01
미스터블루,207760,2023.01.20,0.18,0.02
미스터블루,207760,2023.01.19,0.23,0.07
미스터블루,207760,2023.01.18,0.46,0.46
미스터블루,207760,2023.01.17,0.22,0.13
미스터블루,207760,2023.01.16,1.0,1.0
미스터블루,207760,2023.01.13,0.02,0.0
미스터블루,207760,2023.01.12,0.04,0.01
미스터블루,207760,2023.01.11,0.13,0.02
미스터블루,207760,2023.01.10,0.35,0.1
미스터블루,207760,2023.01.09,0.12,0.08
