companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
지더블유바이텍,036180,0,0
디티앤씨알오,383930,0,0
노터스,278650,27.173913043478258,31.343283582089555
얼라인드,238120,2.564102564102564,-25.0
바디텍메드,206640,97.93956043956044,340.0
모비스,250060,13.934426229508196,-77.77777777777779
나노엔텍,039860,11.787072243346007,9.67741935483871
EDGC,245620,63.13932980599647,-40.69767441860465
마크로젠,038290,9.53307392996109,94.5945945945946
소마젠,950200,-5.472636815920398,110.20408163265304
프리시젼바이오,335810,40.32258064516129,-34.61538461538461
일신바이오,068330,7.142857142857142,7.6923076923076925
엔케이맥스,182400,19.54022988505747,70.95435684647303
인트론바이오,048530,446.98795180722885,-456.8181818181818
엑세스바이오,950130,182.59860788863108,-958.75
퀀타매트릭스,317690,112.5,1.36986301369863
DXVX,180400,32.758620689655174,-14.285714285714285
우정바이오,215380,15.479876160990713,-983.3333333333334
휴마시스,205470,396.7391304347826,-2922.222222222222
대한과학,131220,11.41304347826087,63.63636363636363
랩지노믹스,084650,259.93975903614455,4890.909090909091
씨젠,096530,269.4783742398956,949.7844965966727
크리스탈지노믹스,083790,115.71428571428572,-4.716981132075472
바이오톡스텍,086040,1.9305019305019304,-600.0
피엔케이피부임상연구센타,347740,17.599999999999998,26.31578947368421
엔젠바이오,354200,66.66666666666666,45.23809523809524
피씨엘,241820,0,0
레고켐바이오,141080,0,0
파나진,046210,103.75000000000001,-950.0
디엔에이링크,127120,-1.9230769230769231,39.6551724137931
