companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
한컴위드,054920,95.56962025316456,-700.0
라온피플,300120,-51.298701298701296,-156.09756097560975
지슨,289860,0,0
브레인즈컴퍼니,099390,13.846153846153847,160.0
코난테크놀로지,402030,0,0
이노룰스,296640,0,0
알체라,347860,39.39393939393939,142.85714285714286
이스트소프트,047560,21.480406386066765,-335.7142857142857
핀텔,291810,0,0
소프트캠프,258790,-4.060913705583756,-41.46341463414634
바이브컴퍼니,301300,57.05521472392638,1033.3333333333335
링크제니시스,219420,13.157894736842104,180.0
오비고,352910,0,0
한글과컴퓨터,030520,-5.8590543996569595,10.807271809022984
엠로,058970,0,0
엑셈,205100,0,0
에스에스알,275630,-20.76923076923077,-180.0
라온시큐어,042510,22.36842105263158,-266.66666666666663
영림원소프트랩,060850,15.526315789473685,0.0
파수,150900,13.125012811734635,-125.39682539682538
핸디소프트,220180,-49.137931034482754,-128.57142857142858
플랜티넷,075130,1.694915254237288,-48.148148148148145
더존비즈온,012510,6.330143073681673,-6.204826989590541
비트나인,357880,0,0
비플라이소프트,148780,0,0
세중,039310,-13.968668407310705,-58.97435897435898
아이퀘스트,262840,5.517241379310345,104.16666666666667
케이사인,192250,35.76923076923077,28.947368421052634
이글루,067920,0,0
폴라리스오피스,041020,-7.142857142857142,33.89830508474576
포시에스,189690,9.216589861751153,-2.083333333333333
지니언스,263860,0,0
아톤,158430,-10.76923076923077,-48.78048780487805
스코넥,276040,0,0
모아데이타,288980,58.620689655172406,47.61904761904761
지란지교시큐리티,208350,-4.276315789473684,-111.76470588235294
알티캐스트,085810,8.088235294117647,-131.85185185185185
네오리진,094860,-15.929203539823009,-666.6666666666667
인지소프트,100030,-14.40677966101695,-10.0
휴네시온,290270,35.1063829787234,47.368421052631575
디모아,016670,18.137254901960784,-14.102564102564102
텔코웨어,078000,-12.918660287081341,-85.29411764705883
비즈니스온,138580,43.83382519691765,27.078309981535785
키네마스터,139670,53.608247422680414,1266.6666666666665
MDS테크,086960,-5.358295674628793,-9.090909090909092
디어유,376300,0,0
위세아이텍,065370,26.39593908629442,27.586206896551722
시큐브,131090,-19.230769230769234,-17.647058823529413
맥스트,377030,66.66666666666666,47.05882352941176
미디어젠,279600,-13.768115942028986,-71.42857142857143
디지캡,197140,37.65690376569037,214.28571428571428
알서포트,131370,62.807017543859644,218.9655172413793
오상자이엘,053980,-7.008086253369273,123.07692307692308
네이블,153460,-4.838709677419355,-180.0
누리플렉스,040160,-25.625422582826236,-75.0
윈스,136540,14.372716199756393,21.428571428571427
웹케시,053580,13.537252507840742,33.16864455384379
이니텍,053350,1.3888888888888888,-48.275862068965516
SGA솔루션즈,184230,-9.977827050997783,-145.88235294117646
안랩,053800,6.706586826347305,8.695652173913043
투비소프트,079970,-5.147058823529411,-99.07407407407408
SGA,049470,-4.294478527607362,-121.62162162162163
산돌,419120,0,0
