companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
골프존뉴딘홀딩스,121440,27.566622979467013,-933.3333333333334
삼천리자전거,024950,38.69115958668197,-232.92682926829266
삼익악기,002450,8.104638456786688,3.182481548639464
손오공,066910,16.212534059945504,-33.33333333333333
알톤스포츠,123750,43.91025641025641,-150.0
헝셩그룹,900270,-35.12658227848101,-88.61047835990888
오로라,039830,13.969046694724069,16.89105792879378
이녹스,088390,31.08433734939759,-307.843137254902
ES큐브,050120,84.66819221967964,-496.1538461538462
브이씨,365900,19.705882352941178,96.96969696969697
블리츠웨이,369370,262.85714285714283,-455.55555555555554
