companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
에스비비테크,389500,0,0
모델솔루션,417970,0,0
진성티이씨,036890,17.117969889313844,36.352488091618525
로보티즈,108490,-23.809523809523807,-205.88235294117646
현대에버다임,041440,5.993563958165728,-6.451612903225806
현대건설기계,267270,9.395600831358545,18.726597044536916
대창단조,015230,0,0
뉴로메카,348340,36.351290314704954,-24.010328782533108
비엠티,086670,20.43010752688172,4.6875
현대두산인프라코어,042670,-11.30606516183363,-14.301835477093908
TYM,002900,23.642317941639238,127.19665171871164
대모,317850,-8.444444444444445,-90.0
성광벤드,014620,16.325655203849003,-457.50040083373415
대성하이텍,129920,0,0
디와이파워,210540,-11.26637554585153,37.06563706563706
수성샐바시온,084180,-8.81057268722467,-36.36363636363637
레인보우로보틱스,277810,0,0
로보스타,090360,-25.5079006772009,63.76811594202898
하이록코리아,013030,6.9294578353119265,32.9788241421351
에이비프로바이오,195990,12.225705329153605,-93.64548494983278
태광,023160,9.795150480717643,-179.55890632939204
아스플로,159010,0,0
넥스턴바이오,089140,-70.06172839506173,-200.0
부스타,008470,4.248704663212435,78.78787878787878
혜인,003010,-16.634725948639325,-25.423728813559322
디케이락,105740,14.26691275125109,72.8843537414966
화성밸브,039610,-13.509544787077827,-47.05882352941176
해성티피씨,059270,0,0
두산에너빌리티,034020,0,0
두산밥캣,241560,23.933665467448673,35.51518987941994
테라사이언스,073640,-0.6172839506172839,-62.06896551724138
알에스오토메이션,140670,0,0
스맥,099440,-17.00729927007299,22.2972972972973
대동,000490,0,0
코메론,049430,-6.756756756756757,3.597122302158273
에너토크,019990,-2.553191489361702,100.0
에이테크솔루션,071670,5.214723926380368,42.857142857142854
대동기어,008830,9.294199860237597,56.25
엔케이,085310,-5.834464043419267,-96.93877551020408
화천기공,000850,-21.694915254237287,-79.71014492753623
휴림로봇,090710,17.613636363636363,71.15384615384616
코윈테크,282880,62.45431883910107,343.3857808857809
수산중공업,017550,-12.67427122940431,-2.7777777777777777
유일로보틱스,388720,16.129032258064516,-6.896551724137931
프리엠스,053160,0.0,0.0
파라텍,033540,-9.162717219589258,-110.8108108108108
KC그린홀딩스,009440,-2.6470167405923593,-322.7906976744186
서암기계공업,100660,-17.402597402597404,-133.33333333333331
우림피티에스,101170,8.288288288288289,-161.53846153846155
원방테크,053080,43.126094570928196,12.435233160621761
흥국,010240,13.971291866028709,75.28089887640449
우진,105840,0,0
아세아텍,050860,-5.752212389380531,13.461538461538462
삼익THK,004380,13.750000000000002,-24.0
에스엠코어,007820,-18.81342701014832,-58.97435897435898
3S,060310,3.982300884955752,-380.0
에스피시스템스,317830,-2.8125,-50.0
티에스넥스젠,043220,-46.604215456674474,-61.76470588235294
와이지-원,019210,-12.570093457943926,-219.6969696969697
나라엠앤디,051490,13.974358974358974,-19.047619047619047
우진플라임,049800,12.761276127612762,-213.25301204819277
SNT에너지,100840,11.298640412564463,32.0
광림,014200,10.486634681288553,-180.0
에이프로젠,007460,62.53196930946292,53.84615384615385
에이치케이,044780,0.9090909090909091,55.55555555555556
TPC,048770,-12.363996043521267,850.0
신진에스엠,138070,-6.563706563706563,-106.66666666666667
한국정밀기계,101680,-62.03090507726269,800.0
다원시스,068240,41.576242147344374,97.59036144578313
조광ILI,044060,40.816326530612244,64.28571428571429
SIMPAC,009160,-14.926761218321321,-29.72972972972973
에쎈테크,043340,-3.2882011605415857,100.0
씨에스베어링,297090,-17.802792308120573,-547.5012774655085
디와이피엔에프,104460,28.200483091787437,18.021201413427562
KC코트렐,119650,9.081836327345309,-625.8823529411765
화천기계,010660,-14.339386349405133,-48.38709677419355
티에스아이,277880,49.39525826526252,-2368.1353767560663
이엠코리아,095190,-4.0,-72.17391304347827
디와이,013570,-7.596862928713567,-5.442176870748299
영풍정밀,036560,21.066666666666666,1.9801980198019802
포메탈,119500,1.1627906976744187,-9.523809523809524
케이피에프,024880,-11.028434759500398,-86.50306748466258
큐로,015590,-15.091774303195105,-51.515151515151516
기신정기,092440,3.1300160513643664,22.58064516129032
한신기계,011700,-2.272727272727273,77.27272727272727
강원에너지,114190,-9.88235294117647,-46.51162790697674
대창솔루션,096350,-27.14723926380368,-1220.0
드림시큐리티,203650,450.0,627.7777777777777
이엔플러스,074610,-32.17821782178218,-46.103896103896105
현대엘리베이,017800,-2.739652870493992,10.13215859030837
에스에프에이,056190,3.0211939668491965,-1.60079315592138
동일금속,109860,-32.33256351039261,-73.80952380952381
현대로템,064350,8.811174630353191,-20.48221797271856
협진,138360,-96.80851063829788,-450.0
한국테크놀로지,053590,49.44495837187789,-223.80952380952382
