companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
케이피에스,256940,7.042253521126761,-60.0
루멘스,038060,-36.557478368355994,-96.93877551020408
동아엘텍,088130,3.6329019847407373,11.758893280632412
미래나노텍,095500,37.74744027303754,1003.4482758620691
오성첨단소재,052420,19.51951951951952,221.0526315789474
톱텍,108230,92.58373205741627,-537.8787878787879
미래컴퍼니,049950,-39.52772073921971,-586.4864864864865
아하,102950,0,0
젬,248020,0,0
엘디티,096870,72.85714285714285,-223.0769230769231
신도기연,290520,-50.943396226415096,-117.75147928994083
티엘아이,062860,-12.619047619047619,-2733.333333333333
핌스,347770,7.142857142857142,-36.92307692307693
유아이디,069330,80.62015503875969,-48.148148148148145
LX세미콘,108320,37.85931328814341,129.67394814898887
영우디에스피,143540,4.205128205128205,-41.911764705882355
AP시스템,265520,4.52184177663315,41.225999403236145
소룩스,290690,-18.9873417721519,-26.08695652173913
넥스트아이,137940,-37.967914438502675,550.0
트윔,290090,0,0
선익시스템,171090,-25.11415525114155,-67.54385964912281
인베니아,079950,-3.556771545827633,17.073170731707318
비아트론,141000,85.2,339.4736842105263
한솔테크닉스,004710,22.906809298498253,27.450980392156865
서울바이오시스,092190,23.017683970336567,166.01941747572815
파인텍,131760,4.364569961489089,-261.11111111111114
위지트,036090,-5.047318611987381,27.27272727272727
엘티씨,170920,2.9315960912052117,21.62162162162162
참엔지니어링,009310,49.955555555555556,-151.47058823529412
디아이티,110990,-75.92592592592592,-114.3939393939394
서울반도체,046890,0.8117665841943982,-32.42182334765504
덕산네오룩스,213420,23.975749631305728,37.375789723780045
티로보틱스,117730,28.68217054263566,-187.5
에스엔유,080000,58.47589424572317,-2.247191011235955
아이엘사이언스,307180,-13.30049261083744,-563.6363636363636
에프엔에스테크,083500,169.50146627565982,404.54545454545456
아이컴포넌트,059100,0.3448275862068966,-213.33333333333334
케이엔제이,272110,6.5532379517464605,89.82333456017666
금호전기,001210,-23.986486486486484,93.93939393939394
신화인터텍,056700,0.3537735849056604,-50.306748466257666
토비스,051360,-4.675053533004003,-441.4639453320235
이엘피,063760,-22.5201072386059,-12.903225806451612
엘엠에스,073110,-26.65441176470588,-231.57894736842107
예선테크,250930,-2.7164685908319184,-36.708860759493675
코이즈,121850,4.225352112676056,-28.57142857142857
아이씨디,040910,154.11184210526315,250.34965034965035
인지디스플레,037330,37.05629257798494,45.378151260504204
클라우드에어,036170,0,0
HB솔루션,297890,0,0
한송네오텍,226440,-10.232558139534884,-50.0
에스엘바이오닉스,214310,18.181818181818183,-19.51219512195122
엘아이에스,138690,39.49000689179876,-18.823529411764707
힘스,238490,24.794359576968272,224.67532467532467
한국컴퓨터,054040,21.105072463768117,40.27777777777778
이큐셀,160600,-20.33898305084746,-87.82608695652175
파인디앤씨,049120,-21.203830369357046,-468.42105263157896
우리엔터프라이즈,037400,-2.9863933557165576,48.708487084870846
HB테크놀러지,078150,-2.2808267997148968,-51.48514851485149
디바이스이엔지,187870,192.12962962962962,893.1818181818181
나래나노텍,137080,92.55813953488372,-155.3398058252427
프로이천,321260,-3.0303030303030303,0
세진티에스,067770,54.24528301886793,-1633.3333333333333
와이투솔루션,011690,-0.8310249307479225,-39.21568627450981
와이엠씨,155650,-12.746858168761221,-279.66101694915255
베셀,177350,64.53900709219859,-156.16438356164383
덕산테코피아,317330,23.35008413988774,4.7825806034761245
상보,027580,0,0
우리이앤엘,153490,-8.183183183183184,-5.555555555555555
야스,255440,-36.59378596087457,-81.6
솔브레인홀딩스,036830,-5.8706070287539935,15.277777777777779
아바텍,149950,0.3978779840848806,-31.48148148148148
DMS,068790,15.647298674821611,48.89867841409692
제이엠티,094970,-6.122448979591836,475.0
이라이콤,041520,-11.54817755322988,-423.6363636363636
우리바이오,082850,-2.9415281597512855,47.16981132075472
디에스케이,109740,-57.385620915032675,-356.3636363636364
풍원정밀,371950,0,0
아바코,083930,0,0
이녹스첨단소재,272290,15.060099695382343,41.080937800664934
포인트엔지니어링,256630,20.342612419700217,136.17021276595744
디이엔티,079810,0,0
에스에이티이엔지,351320,9.365558912386707,36.84210526315789
엔젯,419080,0,0
제이스텍,090470,-9.850275807722616,-2675.0
아나패스,123860,66.11842105263158,-5.084745762711865
