companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
팬젠,222110,113.79310344827587,-53.75
펩트론,087010,72.22222222222221,38.582677165354326
쎌바이오텍,049960,-0.8695652173913043,-36.206896551724135
아시아종묘,154030,7.017543859649122,144.44444444444443
메디톡스,086900,1.5958539591686014,-137.86059148609942
알테오젠,196170,0,0
툴젠,199800,-36.36363636363637,-6.832298136645963
오스코텍,039200,888.6363636363636,-108.04020100502511
제넥신,095700,63.716814159292035,-11.910112359550562
올릭스,226950,0,0
압타머사이언스,291650,-50.0,18.181818181818183
신라젠,215600,-81.31868131868131,-41.53846153846154
메디포스트,078160,6.11353711790393,-70.37037037037037
강스템바이오텍,217730,51.66666666666667,-19.396551724137932
서린바이오,038070,19.669117647058822,150.0
셀레믹스,331920,3.9215686274509802,-3.9215686274509802
네이처셀,007390,-27.705627705627705,-455.55555555555554
차바이오텍,085660,24.335952113729892,-141.3793103448276
파멥신,208340,0,269.5652173913044
유바이오로직스,206650,-13.897280966767372,-161.22448979591837
셀리버리,268600,-61.904761904761905,20.54794520547945
코오롱티슈진,950160,20.0,-7.964601769911504
테고사이언스,191420,39.682539682539684,400.0
오리엔트바이오,002630,39.784946236559136,-115.3225806451613
아이진,185490,-19.047619047619047,45.744680851063826
진원생명과학,011000,0.7281553398058253,125.60975609756098
바이오니아,064550,159.8706486045543,-481.9845839896428
바이오솔루션,086820,-13.48314606741573,73.68421052631578
농우바이오,054050,7.1723000824402305,7.6923076923076925
바이오에프디엔씨,251120,0,0
진매트릭스,109820,211.76470588235296,-187.5
유틸렉스,263050,400.0,36.0655737704918
지에프씨생명과학,388610,0,0
싸이토젠,217330,-50.0,46.666666666666664
애니젠,196300,34.92063492063492,-76.74418604651163
코아스템켐온,166480,8.641975308641975,37.254901960784316
셀리드,299660,0,51.42857142857142
클리노믹스,352770,139.02439024390242,173.33333333333334
고바이오랩,348150,666.6666666666667,66.21621621621621
선바이오,067370,0,0
아미코젠,092040,0.607638888888889,-240.9090909090909
지니너스,389030,0,0
에이비엘바이오,298380,102.49999999999999,47.524752475247524
휴젤,145020,10.75493580211718,12.806649689088061
앱클론,174900,-80.55555555555556,-253.48837209302326
티앤알바이오팹,246710,423.0769230769231,-20.28985507246377
헬릭스미스,084990,-6.666666666666667,32.13429256594724
제노포커스,187420,26.174496644295303,62.06896551724138
케어젠,214370,-6.800618238021638,-9.6045197740113
