companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
밸로프,331520,26.76056338028169,-179.16666666666669
위메이드플레이,123420,25.829383886255926,364.2857142857143
미스터블루,207760,26.291079812206576,3.597122302158273
티쓰리,204610,18.511369318628642,66.60549852039213
드래곤플라이,030350,-37.704918032786885,-22.22222222222222
위메이드맥스,101730,24.262295081967213,-52.72727272727272
한빛소프트,047080,30.59360730593607,250.0
크래프톤,259960,21.52294577392043,37.04643785913461
넵튠,217270,8.88888888888889,-13.861386138613863
미투젠,950190,16.615067079463365,9.216589861751153
엔씨소프트,036570,16.499813426699305,24.897159133824943
카카오게임즈,293490,49.27529600044215,77.66007960025173
위메이드,112040,73.16267770997497,-336.7648259771993
액토즈소프트,052790,-24.242424242424242,-30.35019455252918
액션스퀘어,205500,0.0,-76.82926829268293
컴투스홀딩스,063080,0.20489365661259384,-97.09071083710212
스카이문스테크놀로지,033790,340.35087719298247,-85.71428571428571
베스파,299910,-32.10735586481113,289.6551724137931
코원플레이,056000,-11.616161616161616,-111.11111111111111
썸에이지,208640,94.44444444444444,-9.774436090225564
네오위즈홀딩스,042420,13.903111461205198,96.5986394557823
펄어비스,263750,-10.69908340009848,-39.94757857707749
더블유게임즈,192080,7.5770825860208335,6.152721182959738
웹젠,069080,17.723678378155785,27.63913655665263
엠게임,058630,12.76595744680851,47.22222222222222
넷마블,251270,7.278678206457769,-59.83404542827139
미투온,201490,9.739714525608733,10.123456790123457
데브시스터즈,194480,156.7597169650076,-405.1448664381269
컴투스,078340,15.560857913990512,-50.13892514429032
조이시티,067000,21.6312581669732,23.178760875574223
룽투코리아,060240,73.08970099667775,-106.4516129032258
플레이위드,023770,-23.214285714285715,0.0
모비릭스,348030,8.436724565756824,39.189189189189186
넥슨게임즈,225570,0,0
네오위즈,095660,5.680082953573915,10.325309120818202
