companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
영풍제지,006740,-1.5045135406218655,-6.422018348623854
해성산업,034810,2261.576354679803,344.2307692307692
해성산업1우,03481K,2261.576354679803,344.2307692307692
성창기업지주,000180,13.17880794701987,-366.66666666666663
SUN&L,002820,-9.519631498135556,-79.14438502673798
깨끗한나라우,004545,-0.43756311006395154,921.5686274509803
국일제지,078130,19.30870083432658,-42.857142857142854
한솔PNS,010420,4.660111158614793,-2.5
한솔제지,213500,15.342288836041932,39.35359083923794
깨끗한나라,004540,-0.43756311006395154,921.5686274509803
무림P&P,009580,10.153051308733513,157.7657513747739
한솔홀딩스,004150,0,0
무림페이퍼,009200,-15.48455993592596,-60.31976744186046
무림SP,001810,-9.064539521392314,450.0
페이퍼코리아,001020,82.26656626506023,-2761.538461538462
