companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
애머릿지,900100,90.25641025641026,-71.73913043478261
씨앤투스,352700,232.42105263157896,3515.7894736842104
호전실업,111110,-5.584247901872176,-92.2279792746114
한세실업,105630,12.24575924550125,38.921143525032484
엠에프엠코리아,323230,-31.615598885793872,-179.16666666666669
비비안,002070,-6.81240467717336,-35.483870967741936
덕성우,004835,35.75547866205306,1019.9999999999999
신세계인터내셔날,031430,3.4450689542095616,49.316739559214476
휠라홀딩스,081660,7.8035439930390735,4.466304492117389
이스트아시아홀딩스,900110,-59.01639344262295,-93.44262295081968
방림,003610,12.446351931330472,-592.3076923076924
LF,093050,-13.025868121185939,-11.885714285714286
한세예스24홀딩스,016450,2.236269960171009,-16.632653061224488
이월드,084680,-28.22052401746725,-181.0344827586207
디케이앤디,263020,18.394648829431436,70.0
일신방직,003200,-6.307940346634422,-0.7352941176470588
제이에스코퍼레이션,194370,59.146582378506515,-28.82882882882883
신성통상,005390,16.812694704049843,79.46859903381642
백산,035150,3.8238988937118292,170.20114942528735
형지I&C,011080,-34.280117531831536,-1160.0
전방,000950,-23.49090909090909,-40.98360655737705
유니켐,011330,15.992647058823529,-14.52513966480447
TBH글로벌,084870,-17.8842504743833,-256.8181818181818
형지엘리트,093240,-8.519269776876268,-114.99999999999999
F&F,383220,0,0
성안,011300,-40.98662978331028,110.00000000000001
토박스코리아,215480,-10.915492957746478,-372.7272727272727
쌍방울,102280,1.780104712041885,-87.5
덕성,004830,35.75547866205306,1019.9999999999999
코데즈컴바인,047770,-9.217877094972067,-17.77777777777778
태평양물산,007980,-19.20543433511733,-104.62962962962963
아가방컴퍼니,013990,-8.718330849478392,11.428571428571429
그리티,204020,0.3249390739236393,-27.586206896551722
케이엠,083550,47.25705329153605,491.6666666666667
패션플랫폼,225590,-26.82619647355164,-76.0
신원,009270,2.8744999259149506,-96.66666666666667
에스티오,098660,-19.623971797884842,-120.37037037037037
까스텔바작,308100,-17.32186732186732,-16.666666666666664
대한방직,001070,12.092130518234164,-127.69230769230768
대현,016090,-15.48731642189586,-64.85148514851485
휴비스,079980,-10.589721169726998,714.2857142857143
한세엠케이,069640,-28.39024390243902,-20.920502092050206
지엔코,065060,-17.767799871712636,-3.9473684210526314
BYC우,001465,-5.0996483001172335,-2.1367521367521367
한섬,020000,7.966767819032813,19.140552837449118
좋은사람들,033340,-7.590759075907591,180.72289156626508
에스제이그룹,306040,23.461020245984212,34.68960411253597
비케이탑스,030790,-14.655172413793101,-8.108108108108109
화승엔터프라이즈,241590,14.68365805790068,263.3929381755011
인디에프,014990,-24.54320987654321,1150.0
SG세계물산,004060,-31.816334823242588,-20900.0
신영와코루,005800,-0.05614823133071309,150.0
조광피혁,004700,-10.073937153419593,-4.430379746835443
영원무역,111770,17.047254441928327,52.2884661084594
경방,000050,-4.274498400697877,-31.5625
제이에스티나,026040,-36.84210526315789,-51.07142857142857
삼양통상,002170,3.279541905257678,16.801619433198383
대원화성,024890,-18.25694966190834,-96.3855421686747
원풍물산,008290,-28.676470588235293,407.6923076923077
브랜드엑스코퍼레이션,337930,116.06864274570982,-19.19191919191919
폴라리스우노,114630,15.330188679245282,381.8181818181818
DI동일,001530,0,0
진도,088790,-30.038510911424904,-41.37931034482759
윌비스,008600,-11.127596439169139,-112.18274111675126
배럴,267790,-55.425709515859765,-188.23529411764704
더네이쳐홀딩스,298540,30.641240811645776,38.29354648860696
영원무역홀딩스,009970,16.7479470586561,49.54565337987302
메타랩스,090370,-43.613348676639816,-114.99999999999999
효성티앤씨,298020,19.656057469745154,107.88846997371985
공구우먼,366030,32.926829268292686,63.63636363636363
LS네트웍스,000680,-16.85700099304866,50.93457943925234
화승인더,006060,-8.913668560207588,-27.464788732394368
F&F홀딩스,007700,-97.72602438756454,-102.91970802919708
BYC,001460,-5.0996483001172335,-2.1367521367521367
코웰패션,033290,8.031416265518116,6.964520367936925
감성코퍼레이션,036620,153.2913843066469,413.58543417366946
아즈텍WB,032080,-19.282511210762333,-172.41379310344826
크리스에프앤씨,110790,12.678227360308286,32.09549071618037
젬백스링크,064800,-1.7875920084121977,-37.28813559322034
윙스풋,335870,-11.86770428015564,-68.96551724137932
국동,005320,13.581353653070371,-733.3333333333333
