companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
미래반도체,254490,0,0
하이딥,365590,0,0
넥스트칩,396270,0,0
더코디,224060,137.28813559322032,72.0
알에프세미,096610,-20.047169811320757,2525.0
다믈멀티미디어,093640,-32.06106870229007,-90.0
큐에스아이,066310,1.3215859030837005,0.0
피에스엠씨,024850,0.7894736842105263,237.5
이오테크닉스,039030,29.609029327240147,187.0812755319798
유니테스트,086390,-18.495189090452744,-162.18518518518516
바이옵트로,222160,25.78125,-600.0
디엔에프,092070,0,0
에이피티씨,089970,56.82967959527825,83.85093167701864
아진엑스텍,059120,26.612408877315655,176.5934065934066
로체시스템즈,071280,39.99988745512473,89.93871274836253
레이저쎌,412350,0,0
케이씨텍,281820,0,0
미래산업,025560,50.18050541516246,-128.88888888888889
지앤비에스엔지니어링,382800,0,0
어보브반도체,102120,13.722397476340694,26.618705035971225
성우테크론,045300,14.84848484848485,95.45454545454545
가온칩스,399720,0,0
에스티아이,039440,12.159182868984646,22.921153166482963
오킨스전자,080580,17.142857142857142,-46.666666666666664
엔시트론,101400,-0.9174311926605505,-50.0
영창케미칼,112290,0,0
러셀,217500,-15.853658536585366,-44.89795918367347
샘씨엔에스,252990,70.95238095238095,609.0909090909091
제이아이테크,417500,0,0
해성디에스,195870,31.699815993125593,101.40986993306488
오디텍,080520,1.4423076923076923,8.333333333333332
싸이맥스,160980,107.06586826347306,1050.0
테스,095610,27.01034625728666,82.56710192513087
인텍플러스,064290,51.23730427751284,107.50686193239385
엘오티베큠,083310,32.81219828600131,7.9076479076479025
비케이홀딩스,050090,7.446808510638298,-800.0
케이씨,029460,12.600117210392655,16.539050535987748
삼성전자,005930,10.036732712003548,20.93231537384649
삼성전자우,005935,10.036732712003548,20.93231537384649
윈팩,097800,12.461695607763023,-32.05128205128205
제주반도체,080220,16.406966086159485,15.789473684210526
티엘비,356860,14.299655181743807,76.64490829062707
DB하이텍1우,000995,28.942018520739282,67.23362457978526
엠케이전자,033160,19.71022416621104,-12.39147592738753
SK스퀘어,402340,99.12181201727402,35.736211229481235
서플러스글로벌,140070,0,0
유니트론텍,142210,2.7503526093088855,-39.21568627450981
티에프이,425420,0,0
제너셈,217190,8.2687338501292,-132.25806451612902
시그네틱스,033170,-7.9067641681901275,-26.02040816326531
아이윈플러스,123010,50.0,-31.03448275862069
엑시콘,092870,0,0
미코,059090,18.924640135478406,14.921465968586386
예스티,122640,23.782771535580522,-102.28310502283105
알파홀딩스,117670,-12.158469945355192,89.1891891891892
픽셀플러스,087600,10.764872521246458,-112.04819277108433
엔투텍,227950,-49.21739130434782,100.0
한국전자홀딩스,006200,2.0737327188940093,-98.34710743801654
유니퀘스트,077500,28.314050551873915,84.83124650826515
