companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
엔피,291230,11.330049261083744,12.121212121212121
엔비티,236810,-1.991150442477876,-159.0909090909091
제일기획,030000,9.011617575858276,16.930546022441106
SM C&C,048550,-21.655668866226755,-191.66666666666669
이엠넷,123570,-30.79019073569482,-49.35064935064935
모비데이즈,363260,-44.06130268199234,-325.0
지투알,035000,-30.713890426120642,15.52511415525114
플레이디,237820,-24.093264248704664,-87.5
에코마케팅,230360,49.44915101523801,26.670441854538776
인크로스,216050,16.19024422158388,19.00918844384449
이노션,214320,11.078821541252958,4.513637482448615
와이즈버즈,273060,17.142857142857142,-66.66666666666666
나스미디어,089600,10.061801651329466,8.428238119518888
오리콤,010470,-33.350125944584384,-87.5
