companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
세토피아,222810,-36.92307692307693,-34.42622950819672
세아메카닉스,396300,0,0
풍산,103140,21.88506373970706,110.53461520205104
디씨엠,024090,13.833448038540949,-16.0
케이피티유,054410,6.584362139917696,33.33333333333333
현대비앤지스틸,004560,-7.241238238101731,-8.493150684931507
동국알앤에스,075970,-8.25147347740668,16.666666666666664
일야,058450,237.5,2000.0
이구산업,025820,-3.518782691393248,883.3333333333334
국일신동,060480,-11.888111888111888,-50.0
황금에스티,032560,-1.6830870279146142,26.063829787234045
쎄니트,037760,-14.40291704649043,-117.54385964912282
DSR,155660,-2.242911553110453,13.084112149532709
대양금속,009190,-7.321899736147758,-65.625
피제이메탈,128660,-9.852216748768473,45.45454545454545
풍산홀딩스,005810,20.161837540211568,299.9951427014612
한국내화,010040,-8.408273381294965,-44.086021505376344
대창,012800,3.848720800889878,67.05882352941175
아이티센,124500,48.28260444502379,-42.06349206349206
한창산업,079170,-13.914373088685014,-10.0
태경산업,015890,-17.128560431100848,47.22222222222222
서원,021050,-24.447031431897557,-2.5
대호에이엘,069460,3.3191489361702122,-388.88888888888886
티플랙스,081150,1.0670731707317074,23.076923076923077
파버나인,177830,24.324324324324326,-273.46938775510205
조선내화,000480,-6.867406233491812,7.511737089201878
삼보산업,009620,-6.251953735542356,17.333333333333336
알루코,001780,9.00088028169014,103.27868852459017
일진다이아,081000,2.6155717761557176,-34.05797101449276
포스코스틸리온,058430,-1.0254172575542708,69.0
고려아연,010130,18.78646072017503,8.246013399474466
태경비케이,014580,-11.319742489270386,176.9230769230769
제일연마,001560,-9.741060419235511,-47.82608695652174
조일알미늄,018470,6.767158434894164,-67.21311475409836
남선알미늄,008350,-17.333743842364534,-112.93103448275863
남선알미우,008355,-17.333743842364534,-112.93103448275863
코센,009730,-35.506003430531734,62.16216216216216
현대비앤지스틸우,004565,-7.241238238101731,-8.493150684931507
EG,037370,-32.88690476190476,-533.3333333333333
삼아알미늄,006110,3.087388801674516,15.625
