companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
원익큐브,014190,-4.168710152035311,-288.88888888888886
동성케미컬,102260,1.670981407389974,25.482625482625483
롯데케미칼,011170,17.569988363035538,43.579690243538174
대유,290380,13.131313131313133,-13.20754716981132
SKC,011790,17.57540147572008,47.370704047576794
웹스,196700,0,0
켐트로스,220260,-0.684931506849315,-50.0
SH에너지화학,002360,-33.569907735982966,154.83870967741936
OCI,010060,27.78680158773068,-275.7914527241607
이화산업,000760,-17.179902755267424,105.88235294117648
삼영화학,003720,5.9405940594059405,-244.44444444444446
스타플렉스,115570,-26.537216828478964,-438.4615384615385
엔피케이,048830,-0.3236245954692557,-70.58823529411765
진양화학,051630,-2.696629213483146,-107.40740740740742
나노신소재,121600,27.972507670940086,157.52321981424151
쎄노텍,222420,-17.02127659574468,2400.0
테이팩스,055490,5.506216696269982,66.26506024096386
누보,332290,0,0
GRT,900290,7.105416423995341,-16.49484536082474
코스모신소재,005070,30.13621662868923,-93.52153277870946
진양산업,003780,4.0453074433656955,-13.186813186813188
이수화학,005950,-13.239083041553808,-657.5757575757576
한국석유,004090,16.47672128558428,67.70206741942185
백광산업,001340,1.72209026128266,-41.0377358490566
조비,001550,3.9492242595204514,280.0
원익머트리얼즈,104830,39.282533512380105,39.371948632771776
나노,187790,-10.734463276836157,-194.44444444444443
이엔에프테크놀로지,102710,1.1642411642411643,14.429530201342283
에코앤드림,101360,58.31903945111492,67.3469387755102
한화솔루션우,009835,12.575289565745939,34.2091430267507
코스모화학,005420,0,0
대한유화,006650,5.059069479085897,-45.66906868427461
국도화학,007690,1.007668985197075,9.263657957244655
와이엠티,251370,18.848167539267017,6.334841628959276
피엔에이치테크,239890,86.14481453852068,-65.86278586278587
송원산업,004430,20.303536200166892,54.49660782977967
