companyName,companyCode,companyDate,postsPerDay,volumePerDay
카카오게임즈,293490,2023.01.30,0.08,0.09
카카오게임즈,293490,2023.01.27,0.09,0.15
카카오게임즈,293490,2023.01.26,0.18,0.18
카카오게임즈,293490,2023.01.25,0.09,0.24
카카오게임즈,293490,2023.01.20,0.0,0.0
카카오게임즈,293490,2023.01.19,0.17,0.06
카카오게임즈,293490,2023.01.18,0.31,0.22
카카오게임즈,293490,2023.01.17,0.7,0.59
카카오게임즈,293490,2023.01.16,1.0,1.0
카카오게임즈,293490,2023.01.13,0.2,0.11
카카오게임즈,293490,2023.01.12,0.15,0.09
카카오게임즈,293490,2023.01.11,0.27,0.12
카카오게임즈,293490,2023.01.10,0.51,0.25
카카오게임즈,293490,2023.01.09,0.21,0.15
카카오게임즈,293490,2023.01.06,0.53,0.33
카카오게임즈,293490,2023.01.05,0.35,0.24
