companyName,companyCode,companyDate,postsPerDay,volumePerDay
플레이위드,023770,2023.01.30,0.01,0.01
플레이위드,023770,2023.01.27,0.05,0.02
플레이위드,023770,2023.01.26,0.01,0.03
플레이위드,023770,2023.01.25,0.0,0.02
플레이위드,023770,2023.01.20,0.04,0.01
플레이위드,023770,2023.01.19,0.07,0.01
플레이위드,023770,2023.01.18,0.13,0.11
플레이위드,023770,2023.01.17,0.03,0.01
플레이위드,023770,2023.01.16,0.04,0.02
플레이위드,023770,2023.01.13,0.05,0.01
플레이위드,023770,2023.01.12,0.04,0.01
플레이위드,023770,2023.01.11,0.03,0.01
플레이위드,023770,2023.01.10,0.04,0.02
플레이위드,023770,2023.01.09,0.01,0.01
플레이위드,023770,2023.01.06,0.01,0.01
플레이위드,023770,2023.01.05,0.0,0.01
플레이위드,023770,2023.01.04,0.04,0.02
플레이위드,023770,2023.01.03,0.03,0.02
플레이위드,023770,2023.01.02,0.03,0.01
플레이위드,023770,2022.12.29,0.07,0.05
플레이위드,023770,2022.12.28,0.04,0.01
플레이위드,023770,2022.12.27,0.0,0.01
플레이위드,023770,2022.12.26,0.01,0.0
플레이위드,023770,2022.12.23,0.03,0.01
플레이위드,023770,2022.12.22,0.04,0.01
플레이위드,023770,2022.12.21,0.08,0.01
플레이위드,023770,2022.12.20,0.05,0.01
플레이위드,023770,2022.12.19,0.37,0.16
플레이위드,023770,2022.12.16,0.07,0.01
플레이위드,023770,2022.12.15,0.08,0.01
플레이위드,023770,2022.12.14,0.05,0.01
플레이위드,023770,2022.12.13,0.08,0.01
플레이위드,023770,2022.12.12,0.11,0.02
플레이위드,023770,2022.12.09,0.03,0.01
플레이위드,023770,2022.12.08,0.08,0.01
플레이위드,023770,2022.12.07,0.01,0.01
플레이위드,023770,2022.12.06,0.03,0.01
플레이위드,023770,2022.12.05,0.03,0.0
플레이위드,023770,2022.12.02,0.12,0.01
플레이위드,023770,2022.12.01,0.09,0.01
플레이위드,023770,2022.11.30,0.05,0.0
플레이위드,023770,2022.11.29,0.04,0.0
플레이위드,023770,2022.11.28,0.03,0.01
플레이위드,023770,2022.11.25,0.16,0.03
플레이위드,023770,2022.11.24,0.09,0.03
플레이위드,023770,2022.11.23,0.11,0.05
플레이위드,023770,2022.11.22,0.15,0.04
플레이위드,023770,2022.11.21,0.09,0.07
플레이위드,023770,2022.11.18,0.35,1.0
플레이위드,023770,2022.11.17,0.07,0.03
플레이위드,023770,2022.11.16,0.07,0.05
플레이위드,023770,2022.11.15,0.64,0.85
플레이위드,023770,2022.11.14,0.03,0.01
플레이위드,023770,2022.11.11,0.03,0.01
플레이위드,023770,2022.11.09,0.01,0.0
플레이위드,023770,2022.11.08,0.01,0.01
플레이위드,023770,2022.11.07,0.0,0.0
