companyName,companyCode,companyDate,postsPerDay,volumePerDay
티쓰리,204610,2023.01.30,0.01,0.0
티쓰리,204610,2023.01.27,0.05,0.05
티쓰리,204610,2023.01.26,0.02,0.02
티쓰리,204610,2023.01.25,0.14,0.11
티쓰리,204610,2023.01.20,0.0,0.02
티쓰리,204610,2023.01.19,0.23,0.19
티쓰리,204610,2023.01.18,0.18,0.11
티쓰리,204610,2023.01.17,0.18,0.08
티쓰리,204610,2023.01.16,0.09,0.1
티쓰리,204610,2023.01.13,0.04,0.0
티쓰리,204610,2023.01.12,0.29,0.02
티쓰리,204610,2023.01.11,0.28,0.05
티쓰리,204610,2023.01.10,0.17,0.06
티쓰리,204610,2023.01.09,0.19,0.05
티쓰리,204610,2023.01.06,0.18,0.04
티쓰리,204610,2023.01.05,0.26,0.15
티쓰리,204610,2023.01.04,0.51,0.15
티쓰리,204610,2023.01.03,0.77,0.77
티쓰리,204610,2023.01.02,0.3,0.2
티쓰리,204610,2022.12.29,1.0,1.0
티쓰리,204610,2022.12.28,0.11,0.01
티쓰리,204610,2022.12.27,0.18,0.16
