companyName,companyCode,companyDate,postsPerDay,volumePerDay
넷마블,251270,2023.01.30,0.08,0.21
넷마블,251270,2023.01.27,0.17,0.33
넷마블,251270,2023.01.26,0.51,0.78
넷마블,251270,2023.01.25,0.03,0.07
넷마블,251270,2023.01.20,0.0,0.0
넷마블,251270,2023.01.19,0.04,0.02
넷마블,251270,2023.01.18,0.16,0.36
넷마블,251270,2023.01.17,0.08,0.3
넷마블,251270,2023.01.16,0.16,0.18
넷마블,251270,2023.01.13,0.05,0.27
넷마블,251270,2023.01.12,0.25,0.57
넷마블,251270,2023.01.11,0.18,0.19
넷마블,251270,2023.01.10,0.2,0.3
넷마블,251270,2023.01.09,0.14,0.25
넷마블,251270,2023.01.06,0.4,0.28
넷마블,251270,2023.01.05,0.51,0.73
넷마블,251270,2023.01.04,0.73,0.54
넷마블,251270,2023.01.03,0.36,0.65
넷마블,251270,2023.01.02,1.0,1.0
