companyName,companyCode,companyDate,postsPerDay,volumePerDay
액션스퀘어,205500,2023.01.30,0.09,0.1
액션스퀘어,205500,2023.01.27,0.09,0.07
액션스퀘어,205500,2023.01.26,0.13,0.05
액션스퀘어,205500,2023.01.25,0.08,0.06
액션스퀘어,205500,2023.01.20,0.0,0.07
액션스퀘어,205500,2023.01.19,0.02,0.07
액션스퀘어,205500,2023.01.18,0.09,0.05
액션스퀘어,205500,2023.01.17,0.13,0.05
액션스퀘어,205500,2023.01.16,0.0,0.11
액션스퀘어,205500,2023.01.13,0.28,0.16
액션스퀘어,205500,2023.01.12,0.15,0.25
액션스퀘어,205500,2023.01.11,0.13,0.17
액션스퀘어,205500,2023.01.10,0.06,0.07
액션스퀘어,205500,2023.01.06,0.0,0.03
액션스퀘어,205500,2023.01.05,0.13,0.12
액션스퀘어,205500,2023.01.04,0.08,0.05
액션스퀘어,205500,2023.01.03,0.04,0.08
액션스퀘어,205500,2023.01.02,0.02,0.11
액션스퀘어,205500,2022.12.29,0.19,0.49
액션스퀘어,205500,2022.12.28,0.11,0.07
액션스퀘어,205500,2022.12.27,0.09,0.09
액션스퀘어,205500,2022.12.26,0.36,0.11
액션스퀘어,205500,2022.12.23,0.13,0.11
액션스퀘어,205500,2022.12.22,0.08,0.02
액션스퀘어,205500,2022.12.21,0.04,0.05
액션스퀘어,205500,2022.12.20,0.15,0.08
액션스퀘어,205500,2022.12.19,0.06,0.0
액션스퀘어,205500,2022.12.16,0.09,0.03
액션스퀘어,205500,2022.12.15,0.15,0.11
액션스퀘어,205500,2022.12.14,0.11,0.18
액션스퀘어,205500,2022.12.13,0.43,0.77
액션스퀘어,205500,2022.12.12,0.11,0.06
액션스퀘어,205500,2022.12.09,0.0,0.07
액션스퀘어,205500,2022.12.08,0.08,0.1
액션스퀘어,205500,2022.12.07,0.32,0.03
액션스퀘어,205500,2022.12.06,0.11,0.07
액션스퀘어,205500,2022.12.05,0.09,0.05
액션스퀘어,205500,2022.12.02,0.11,0.05
액션스퀘어,205500,2022.12.01,0.15,0.07
액션스퀘어,205500,2022.11.30,0.13,0.03
액션스퀘어,205500,2022.11.29,0.21,0.09
액션스퀘어,205500,2022.11.28,0.23,0.18
액션스퀘어,205500,2022.11.25,0.3,0.29
액션스퀘어,205500,2022.11.24,0.38,0.59
액션스퀘어,205500,2022.11.23,0.11,0.08
액션스퀘어,205500,2022.11.22,0.09,0.14
액션스퀘어,205500,2022.11.21,0.21,0.52
액션스퀘어,205500,2022.11.18,1.0,1.0
액션스퀘어,205500,2022.11.17,0.21,0.01
액션스퀘어,205500,2022.11.16,0.15,0.03
액션스퀘어,205500,2022.11.15,0.32,0.01
액션스퀘어,205500,2022.11.14,0.15,0.0
액션스퀘어,205500,2022.11.11,0.36,0.06
액션스퀘어,205500,2022.11.10,0.09,0.04
액션스퀘어,205500,2022.11.09,0.09,0.04
액션스퀘어,205500,2022.11.08,0.09,0.1
액션스퀘어,205500,2022.11.07,0.11,0.05
액션스퀘어,205500,2022.11.04,0.15,0.18
액션스퀘어,205500,2022.11.03,0.32,0.2
액션스퀘어,205500,2022.11.02,0.09,0.09
액션스퀘어,205500,2022.11.01,0.53,0.15
액션스퀘어,205500,2022.10.31,0.34,0.07
액션스퀘어,205500,2022.10.28,0.21,0.06
액션스퀘어,205500,2022.10.27,0.28,0.08
액션스퀘어,205500,2022.10.26,0.23,0.08
액션스퀘어,205500,2022.10.25,0.15,0.04
액션스퀘어,205500,2022.10.24,0.19,0.11
액션스퀘어,205500,2022.10.21,0.06,0.06
액션스퀘어,205500,2022.10.20,0.13,0.05
액션스퀘어,205500,2022.10.19,0.09,0.05
액션스퀘어,205500,2022.10.18,0.13,0.04
액션스퀘어,205500,2022.10.17,0.15,0.04
액션스퀘어,205500,2022.10.14,0.4,0.17
액션스퀘어,205500,2022.10.13,0.19,0.04
액션스퀘어,205500,2022.10.12,0.17,0.06
액션스퀘어,205500,2022.10.11,0.15,0.13
액션스퀘어,205500,2022.10.07,0.28,0.05
액션스퀘어,205500,2022.10.06,0.21,0.06
액션스퀘어,205500,2022.10.05,0.15,0.06
액션스퀘어,205500,2022.10.04,0.09,0.12
액션스퀘어,205500,2022.09.30,0.06,0.08
액션스퀘어,205500,2022.09.29,0.32,0.08
액션스퀘어,205500,2022.09.28,0.13,0.07
액션스퀘어,205500,2022.09.27,0.34,0.16
액션스퀘어,205500,2022.09.26,0.21,0.13
액션스퀘어,205500,2022.09.23,0.17,0.13
액션스퀘어,205500,2022.09.22,0.11,0.09
액션스퀘어,205500,2022.09.21,0.25,0.15
액션스퀘어,205500,2022.09.20,0.3,0.2
액션스퀘어,205500,2022.09.19,0.17,0.13
액션스퀘어,205500,2022.09.16,0.55,0.26
액션스퀘어,205500,2022.09.15,0.53,0.34
액션스퀘어,205500,2022.09.14,0.51,0.22
액션스퀘어,205500,2022.09.13,0.4,0.33
액션스퀘어,205500,2022.09.08,0.34,0.31
액션스퀘어,205500,2022.09.07,0.53,0.43
액션스퀘어,205500,2022.09.06,0.36,0.25
액션스퀘어,205500,2022.09.05,0.25,0.38
액션스퀘어,205500,2022.09.02,0.4,0.44
액션스퀘어,205500,2022.09.01,0.51,0.16
액션스퀘어,205500,2022.08.31,0.38,0.26
액션스퀘어,205500,2022.08.30,0.43,0.25
액션스퀘어,205500,2022.08.29,0.68,0.74
