companyName,companyCode,companyDate,postsPerDay,volumePerDay
모비릭스,348030,2023.01.30,0.08,0.03
모비릭스,348030,2023.01.27,0.04,0.02
모비릭스,348030,2023.01.26,0.0,0.02
모비릭스,348030,2023.01.25,0.01,0.01
모비릭스,348030,2023.01.20,0.0,0.0
모비릭스,348030,2023.01.19,0.02,0.0
모비릭스,348030,2023.01.18,0.03,0.01
모비릭스,348030,2023.01.17,0.01,0.01
모비릭스,348030,2023.01.16,0.04,0.01
모비릭스,348030,2023.01.13,0.05,0.0
모비릭스,348030,2023.01.12,0.0,0.01
모비릭스,348030,2023.01.11,0.08,0.0
모비릭스,348030,2023.01.10,0.0,0.01
모비릭스,348030,2023.01.09,0.13,0.0
모비릭스,348030,2023.01.06,0.01,0.0
모비릭스,348030,2023.01.05,0.01,0.0
모비릭스,348030,2023.01.04,0.07,0.01
모비릭스,348030,2023.01.03,0.04,0.01
모비릭스,348030,2023.01.02,0.05,0.01
모비릭스,348030,2022.12.29,0.16,0.14
모비릭스,348030,2022.12.28,0.05,0.01
모비릭스,348030,2022.12.27,0.05,0.01
모비릭스,348030,2022.12.26,0.09,0.01
모비릭스,348030,2022.12.23,0.02,0.01
모비릭스,348030,2022.12.22,0.02,0.01
모비릭스,348030,2022.12.21,0.03,0.0
모비릭스,348030,2022.12.20,0.03,0.01
모비릭스,348030,2022.12.19,0.0,0.0
모비릭스,348030,2022.12.16,0.01,0.0
모비릭스,348030,2022.12.15,0.03,0.0
모비릭스,348030,2022.12.14,0.02,0.01
모비릭스,348030,2022.12.13,0.0,0.01
모비릭스,348030,2022.12.12,0.04,0.02
모비릭스,348030,2022.12.09,0.02,0.02
모비릭스,348030,2022.12.08,0.06,0.01
모비릭스,348030,2022.12.07,0.1,0.05
모비릭스,348030,2022.12.06,0.04,0.03
모비릭스,348030,2022.12.05,0.03,0.04
모비릭스,348030,2022.12.02,0.01,0.01
모비릭스,348030,2022.12.01,0.06,0.01
모비릭스,348030,2022.11.30,0.0,0.01
모비릭스,348030,2022.11.29,0.02,0.01
모비릭스,348030,2022.11.28,0.07,0.03
모비릭스,348030,2022.11.25,0.04,0.03
모비릭스,348030,2022.11.24,0.09,0.03
모비릭스,348030,2022.11.23,0.07,0.01
모비릭스,348030,2022.11.22,0.04,0.03
모비릭스,348030,2022.11.21,0.03,0.07
모비릭스,348030,2022.11.18,0.02,0.01
모비릭스,348030,2022.11.17,0.01,0.02
모비릭스,348030,2022.11.16,0.1,0.06
모비릭스,348030,2022.11.15,0.11,0.16
모비릭스,348030,2022.11.14,0.02,0.04
모비릭스,348030,2022.11.11,0.08,0.09
모비릭스,348030,2022.11.10,0.28,0.34
모비릭스,348030,2022.11.09,0.04,0.04
모비릭스,348030,2022.11.08,0.17,0.19
모비릭스,348030,2022.11.07,0.07,0.12
모비릭스,348030,2022.11.04,0.13,0.04
모비릭스,348030,2022.11.03,0.05,0.05
모비릭스,348030,2022.11.02,0.06,0.11
모비릭스,348030,2022.11.01,0.26,0.28
모비릭스,348030,2022.10.31,0.27,0.5
