companyName,companyCode,companyDate,postsPerDay,volumePerDay
웹젠,069080,2023.01.30,0.07,0.04
웹젠,069080,2023.01.27,0.09,0.04
웹젠,069080,2023.01.26,0.18,0.07
웹젠,069080,2023.01.25,0.06,0.05
웹젠,069080,2023.01.20,0.01,0.05
웹젠,069080,2023.01.19,0.06,0.06
웹젠,069080,2023.01.18,0.17,0.07
웹젠,069080,2023.01.17,0.07,0.06
웹젠,069080,2023.01.16,0.06,0.07
웹젠,069080,2023.01.13,0.04,0.03
웹젠,069080,2023.01.12,0.05,0.06
웹젠,069080,2023.01.11,0.03,0.1
웹젠,069080,2023.01.10,0.08,0.1
웹젠,069080,2023.01.09,0.02,0.04
웹젠,069080,2023.01.06,0.03,0.08
웹젠,069080,2023.01.05,0.01,0.09
웹젠,069080,2023.01.04,0.13,0.24
웹젠,069080,2023.01.03,0.19,0.19
웹젠,069080,2023.01.02,1.0,1.0
웹젠,069080,2022.12.29,0.25,0.08
웹젠,069080,2022.12.28,0.02,0.01
웹젠,069080,2022.12.27,0.0,0.01
웹젠,069080,2022.12.26,0.02,0.0
웹젠,069080,2022.12.23,0.01,0.01
웹젠,069080,2022.12.22,0.03,0.0
웹젠,069080,2022.12.21,0.01,0.0
웹젠,069080,2022.12.20,0.02,0.01
웹젠,069080,2022.12.16,0.02,0.02
웹젠,069080,2022.12.15,0.03,0.0
웹젠,069080,2022.12.14,0.03,0.01
웹젠,069080,2022.12.13,0.0,0.01
웹젠,069080,2022.12.12,0.03,0.01
웹젠,069080,2022.12.09,0.05,0.03
웹젠,069080,2022.12.08,0.06,0.02
웹젠,069080,2022.12.07,0.01,0.01
웹젠,069080,2022.12.06,0.02,0.01
웹젠,069080,2022.12.05,0.01,0.01
웹젠,069080,2022.12.02,0.01,0.01
웹젠,069080,2022.12.01,0.02,0.02
웹젠,069080,2022.11.30,0.02,0.02
웹젠,069080,2022.11.29,0.02,0.01
웹젠,069080,2022.11.28,0.03,0.03
웹젠,069080,2022.11.25,0.03,0.02
웹젠,069080,2022.11.24,0.04,0.04
웹젠,069080,2022.11.23,0.19,0.05
웹젠,069080,2022.11.22,0.02,0.01
웹젠,069080,2022.11.21,0.03,0.02
웹젠,069080,2022.11.18,0.03,0.03
웹젠,069080,2022.11.17,0.05,0.02
웹젠,069080,2022.11.16,0.06,0.01
웹젠,069080,2022.11.15,0.06,0.01
웹젠,069080,2022.11.14,0.02,0.02
웹젠,069080,2022.11.11,0.05,0.03
웹젠,069080,2022.11.10,0.01,0.01
웹젠,069080,2022.11.09,0.03,0.02
웹젠,069080,2022.11.08,0.06,0.01
웹젠,069080,2022.11.07,0.06,0.01
웹젠,069080,2022.11.04,0.06,0.02
웹젠,069080,2022.11.03,0.02,0.01
웹젠,069080,2022.11.02,0.02,0.02
웹젠,069080,2022.11.01,0.03,0.0
웹젠,069080,2022.10.31,0.01,0.0
웹젠,069080,2022.10.28,0.03,0.01
웹젠,069080,2022.10.27,0.07,0.03
웹젠,069080,2022.10.26,0.03,0.01
웹젠,069080,2022.10.25,0.05,0.01
웹젠,069080,2022.10.24,0.05,0.01
웹젠,069080,2022.10.21,0.08,0.02
웹젠,069080,2022.10.20,0.06,0.01
웹젠,069080,2022.10.19,0.04,0.02
웹젠,069080,2022.10.18,0.06,0.03
웹젠,069080,2022.10.17,0.05,0.02
웹젠,069080,2022.10.14,0.05,0.06
웹젠,069080,2022.10.13,0.08,0.03
웹젠,069080,2022.10.12,0.12,0.02
웹젠,069080,2022.10.11,0.07,0.02
웹젠,069080,2022.10.07,0.02,0.01
웹젠,069080,2022.10.06,0.04,0.01
웹젠,069080,2022.10.05,0.1,0.01
웹젠,069080,2022.10.04,0.08,0.02
웹젠,069080,2022.09.30,0.04,0.02
웹젠,069080,2022.09.29,0.04,0.02
웹젠,069080,2022.09.28,0.06,0.04
웹젠,069080,2022.09.27,0.07,0.03
웹젠,069080,2022.09.26,0.06,0.03
웹젠,069080,2022.09.23,0.05,0.02
웹젠,069080,2022.09.22,0.15,0.04
웹젠,069080,2022.09.21,0.09,0.01
웹젠,069080,2022.09.20,0.02,0.01
웹젠,069080,2022.09.19,0.06,0.02
웹젠,069080,2022.09.16,0.03,0.01
웹젠,069080,2022.09.15,0.02,0.0
웹젠,069080,2022.09.14,0.01,0.0
웹젠,069080,2022.09.13,0.02,0.01
웹젠,069080,2022.09.08,0.02,0.0
웹젠,069080,2022.09.07,0.06,0.02
웹젠,069080,2022.09.06,0.06,0.01
웹젠,069080,2022.09.05,0.07,0.02
웹젠,069080,2022.09.02,0.01,0.01
웹젠,069080,2022.09.01,0.05,0.01
웹젠,069080,2022.08.31,0.06,0.01
웹젠,069080,2022.08.30,0.06,0.01
웹젠,069080,2022.08.29,0.07,0.03
웹젠,069080,2022.08.26,0.07,0.02
웹젠,069080,2022.08.25,0.03,0.01
웹젠,069080,2022.08.24,0.13,0.02
웹젠,069080,2022.08.23,0.13,0.02
웹젠,069080,2022.08.22,0.07,0.02
