companyName,companyCode,companyDate,postsPerDay,volumePerDay
웹젠,069080,2022.08.19,0.02,0.01
웹젠,069080,2022.08.18,0.05,0.01
웹젠,069080,2022.08.17,0.05,0.02
웹젠,069080,2022.08.16,0.03,0.01
웹젠,069080,2022.08.12,0.05,0.02
웹젠,069080,2022.08.11,0.13,0.05
웹젠,069080,2022.08.10,0.11,0.05
웹젠,069080,2022.08.09,0.24,0.03
웹젠,069080,2022.08.08,0.02,0.01
웹젠,069080,2022.08.05,0.05,0.01
웹젠,069080,2022.08.04,0.1,0.04
웹젠,069080,2022.08.03,0.07,0.01
웹젠,069080,2022.08.02,0.03,0.0
웹젠,069080,2022.08.01,0.06,0.0
웹젠,069080,2022.07.29,0.09,0.02
웹젠,069080,2022.07.28,0.34,0.02
웹젠,069080,2022.07.27,0.23,0.03
웹젠,069080,2022.07.26,0.22,0.05
웹젠,069080,2022.07.25,0.06,0.01
웹젠,069080,2022.07.22,0.01,0.01
