남성,004270,0.19,0.47
포커스에이치엔에스,331380,0.13,0.58
윈텍,320000,0.03,0.55
제이씨현시스템,033320,0.16,0.68
엠투아이,347890,0.2,0.6
아이디스,143160,0.21,0.67
동일기연,032960,0.1,0.56
인콘,083640,0.27,0.53
모다이노칩,080420,0.19,0.58
모아텍,033200,0.12,0.57
고영,098460,0.15,0.59
LG이노텍,011070,0.21,0.59
윤성에프앤씨,372170,0.13,0.58
삼성전기,009150,0.14,0.59
솔루엠,248070,0.18,0.59
디에이피,066900,0.15,0.84
솔루스첨단소재,336370,0.41,0.35
일진머티리얼즈,020150,0.16,0.59
브이원텍,251630,0.16,0.59
솔루스첨단소재1우,33637K,0.41,0.35
파이버프로,368770,0.25,0.87
삼화전자,011230,0.12,0.73
아이씨에이치,368600,0.13,0.58
광전자,017900,0.11,0.7
인터엠,017250,0.08,0.58
엔시스,333620,0.16,0.61
슈프리마에이치큐,094840,0.13,0.61
자비스,254120,0.06,0.64
코리아써키트2우B,00781K,0.23,0.63
삼성전기우,009155,0.14,0.59
파크시스템스,140860,0.2,0.6
센코,347000,0.13,0.57
삼양옵틱스,225190,0.04,0.56
삼진엘앤디,054090,0.08,0.57
S&K폴리텍,091340,0.07,0.56
탑머티리얼,360070,0.13,0.58
코리아써우,007815,0.23,0.63
바이오스마트,038460,0.14,0.54
대덕전자1우,35320K,0.13,0.58
에스에이엠티,031330,0.13,0.58
옴니시스템,057540,0.14,0.56
대덕1우,00806K,1.0,0.61
써니전자,004770,0.05,0.56
옵트론텍,082210,0.11,0.6
퓨런티어,370090,0.13,0.58
대덕전자,353200,0.13,0.58
이랜시스,264850,0.17,0.58
대덕,008060,1.0,0.61
현우산업,092300,0.11,0.55
솔루스첨단소재2우B,33637L,0.41,0.35
코리아써키트,007810,0.23,0.63
비에이치,090460,0.21,0.6
ITX-AI,099520,0.13,0.57
에스디시스템,121890,0.03,0.56
포인트모바일,318020,0.08,0.55
인터플렉스,051370,0.14,0.64
세코닉스,053450,0.13,0.0
파나케이아,058530,0.01,0.55
에이치시티,072990,0.16,0.58
슈프리마아이디,317770,0.06,0.55
빛샘전자,072950,0.13,0.57
대동전자,008110,0.1,0.6
슈프리마,236200,0.13,0.58
인바이오젠,101140,0.14,0.62
위드텍,348350,0.11,0.57
카스,016920,0.13,0.57
서울전자통신,027040,0.11,0.57
소니드,060230,0.08,0.56
자화전자,033240,0.11,0.56
백금T&A,046310,0.09,0.56
상신전자,263810,0.14,0.58
노블엠앤비,106520,0.0,0.92
필옵틱스,161580,0.21,0.55
에이프로,262260,0.13,0.58
삼영에스앤씨,361670,0.11,0.56
에스텍,069510,0.11,0.57
제이앤티씨,204270,0.08,0.56
하나기술,299030,0.19,0.54
심텍,222800,0.17,0.54
뉴프렉스,085670,0.19,0.67
이수페타시스,007660,0.15,0.6
씨엔플러스,115530,0.13,0.58
상아프론테크,089980,0.13,0.58
심텍홀딩스,036710,0.17,0.41
대주전자재료,078600,0.17,0.61
아이티엠반도체,084850,0.12,0.56
디티앤씨,187220,0.16,0.54
에이엔피,015260,0.08,0.6
유일에너테크,340930,0.17,0.55
유니온커뮤니티,203450,0.14,0.57
아모그린텍,125210,0.13,0.58
태성,323280,0.16,0.53
이브이첨단소재,131400,0.1,0.43
셀피글로벌,068940,0.16,1.0
펨트론,168360,0.13,0.58
에스티큐브,052020,0.03,0.67
태양3C,052960,0.13,0.58
