웅진,016880,0.73,0.92
SK,034730,0.98,0.0
두산,000150,0.36,0.25
두산우,000155,0.36,0.25
SK우,03473K,0.98,0.0
LX홀딩스1우,38380K,0.38,0.96
효성,004800,0.7,0.99
삼성물산,028260,0.95,0.98
코오롱,002020,1.0,1.0
삼성물산우B,02826K,0.95,0.98
코오롱우,002025,1.0,1.0
LG,003550,0.64,0.97
CJ우,001045,0.69,0.96
SK네트웍스,001740,0.0,0.96
LX홀딩스,383800,0.38,0.96
LG우,003555,0.64,0.97
CJ,001040,0.69,0.96
현대그린푸드,005440,0.69,0.96
CJ4우(전환),00104K,0.69,0.96
두산2우B,000157,0.36,0.25
SK네트웍스우,001745,0.0,0.96
