라파스,214260,0.1,0.4
LG생활건강우,051905,0.1,0.31
LG생활건강,051900,0.1,0.31
잇츠한불,226320,0.07,0.31
아모레퍼시픽,090430,0.09,0.32
아모레G,002790,0.09,0.32
코스맥스,192820,0.1,0.32
한국콜마,161890,0.11,0.32
아모레G3우(전환),00279K,0.09,0.32
내츄럴엔도텍,168330,0.21,0.31
에이블씨엔씨,078520,0.07,0.0
한국화장품제조,003350,0.08,0.29
선진뷰티사이언스,086710,0.09,0.31
아이패밀리에스씨,114840,0.14,0.32
코스메카코리아,241710,0.1,0.32
아모레퍼시픽우,090435,0.09,0.32
코디,080530,0.1,0.32
토니모리,214420,0.06,1.0
아모레G우,002795,0.09,0.32
잉글우드랩,950140,0.1,0.32
본느,226340,0.07,0.31
코리아나,027050,0.07,0.31
한국화장품,123690,0.05,0.32
클리오,237880,0.1,0.32
씨티케이,260930,0.11,0.31
원익,032940,0.09,0.32
제이준코스메틱,025620,0.05,0.31
애경산업,018250,0.09,0.32
엔에프씨,265740,0.1,0.31
CSA 코스믹,083660,0.09,0.31
현대바이오랜드,052260,0.08,0.3
현대바이오,048410,0.03,0.29
한국콜마홀딩스,024720,0.14,0.32
씨앤씨인터내셔널,352480,0.12,0.33
제로투세븐,159580,0.06,0.31
바른손,018700,1.0,0.31
메디앙스,014100,0.07,0.34
에스디생명공학,217480,0.09,0.31
브이티지엠피,018290,0.09,0.31
코스온,069110,0.08,0.11
제닉,123330,0.09,0.3
휴엠앤씨,263920,0.14,0.23
네오팜,092730,0.1,0.32
세화피앤씨,252500,0.13,0.39
현대퓨처넷,126560,0.0,0.3
스킨앤스킨,159910,0.12,0.31
컬러레이,900310,0.15,0.32
글로본,019660,0.03,0.32
오가닉티코스메틱,900300,0.1,0.31
코스나인,082660,0.11,0.31
아우딘퓨쳐스,227610,0.07,0.31
디와이디,219550,0.06,0.35
올리패스,244460,0.18,0.32
