이랜텍,054210,0.49,0.87
아이엠,101390,0.25,0.85
에스코넥,096630,0.25,0.88
하이비젼시스템,126700,0.51,0.89
신라섬유,001000,0.41,0.85
엘컴텍,037950,0.29,0.78
덕우전자,263600,0.52,0.85
캠시스,050110,0.57,0.84
이미지스,115610,0.38,0.83
시노펙스,025320,0.41,0.81
코아시아,045970,0.35,0.8
에스맥,097780,0.58,0.86
유아이엘,049520,0.25,0.77
영풍,000670,0.49,0.72
엑스큐어,070300,0.27,0.78
와이제이엠게임즈,193250,0.26,0.77
재영솔루텍,049630,0.24,0.81
인탑스,049070,0.49,0.86
탑엔지니어링,065130,0.36,0.81
파인테크닉스,106240,0.6,0.86
디케이티,290550,0.43,0.85
아모센스,357580,0.41,0.85
해성옵틱스,076610,0.1,0.0
이엠앤아이,083470,1.0,0.84
버킷스튜디오,066410,0.6,0.83
바이오로그디바이스,208710,0.42,0.79
엔피디,198080,0.43,0.83
알에프텍,061040,0.36,0.84
서원인텍,093920,0.45,0.84
파트론,091700,0.41,0.85
앤디포스,238090,0.26,0.84
멜파스,096640,0.21,0.82
지나인제약,078650,0.19,0.49
하이소닉,106080,0.14,0.83
크루셜텍,114120,0.25,0.84
파워로직스,047310,0.36,0.83
이즈미디어,181340,0.02,1.0
유테크,178780,0.47,0.81
디스플레이텍,066670,0.39,0.83
세경하이테크,148150,0.41,0.92
나무가,190510,0.41,0.85
KH바텍,060720,0.57,0.92
한일진공,123840,0.18,0.85
에스에이티,060540,0.35,0.84
블루콤,033560,0.92,0.83
코아시아옵틱스,196450,0.36,0.66
상신이디피,091580,0.6,0.87
장원테크,174880,0.12,0.98
성우전자,081580,0.39,0.85
케스피온,079190,0.1,0.61
슈피겐코리아,192440,0.5,0.85
노바텍,285490,0.84,0.9
에이치앤비디자인,227100,0.5,0.86
액트로,290740,0.55,0.82
파인엠텍,441270,0.41,0.85
아모텍,052710,0.39,0.86
우주일렉트로,065680,0.43,0.85
와이솔,122990,0.4,0.82
이엠텍,091120,0.44,0.8
SBW생명과학,151910,0.46,0.81
와이팜,332570,0.0,0.8
씨유테크,376290,0.41,0.85
하인크코리아,373200,0.41,0.85
케일럼,258610,0.15,0.64
엠씨넥스,097520,0.39,0.83
드림텍,192650,0.83,0.85
유티아이,179900,0.38,0.82
