티웨이항공,091810,0.97,0.59
에어부산,298690,0.0,0.93
한진칼,180640,0.77,0.0
대한항공,003490,0.9,1.0
진에어,272450,1.0,0.17
제주항공,089590,1.0,0.68
아시아나항공,020560,0.82,0.31
대한항공우,003495,0.9,1.0
한진칼우,18064K,0.77,0.0
