companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsGrowthRate
캐리소프트,317530,1,0.2
자이언트스텝,289220,0.11,0.13
아프리카TV,067160,0.31,0.27
핑거스토리,417180,0.11,0.13
키다리스튜디오,020120,0.85,1.0
NAVER,035420,0.3,0.15
카카오,035720,0.38,0.32
THE E&M,089230,0.22,1
티사이언티픽,057680,0.23,0.08
FSN,214270,0.28,0.31
줌인터넷,239340,0.18,0.98
플리토,300080,1.0,0.21
