데브시스터즈,194480,2023.01.30,42,97038.0
데브시스터즈,194480,2023.01.27,41,86586.0
데브시스터즈,194480,2023.01.26,62,261643.0
데브시스터즈,194480,2023.01.25,61,86452.0
데브시스터즈,194480,2023.01.20,41,89032.0
데브시스터즈,194480,2023.01.19,69,149789.0
데브시스터즈,194480,2023.01.18,105,186960.0
데브시스터즈,194480,2023.01.17,46,106078.0
데브시스터즈,194480,2023.01.16,98,202442.0
데브시스터즈,194480,2023.01.13,58,164885.0
데브시스터즈,194480,2023.01.12,40,74930.0
데브시스터즈,194480,2023.01.11,65,178589.0
데브시스터즈,194480,2023.01.10,64,340483.0
데브시스터즈,194480,2023.01.09,60,125105.0
데브시스터즈,194480,2023.01.06,92,192689.0
데브시스터즈,194480,2023.01.05,115,265468.0
