朝朝神,035720,2023.01.30,1781758.0
朝朝神,035720,2023.01.27,2588030.0
朝朝神,035720,2023.01.26,1658008.0
朝朝神,035720,2023.01.25,2018473.0
朝朝神,035720,2023.01.20,1376217.0
朝朝神,035720,2023.01.19,1687361.0
朝朝神,035720,2023.01.18,1650067.0
朝朝神,035720,2023.01.17,3194397.0
朝朝神,035720,2023.01.16,2989321.0
朝朝神,035720,2023.01.13,2248562.0
朝朝神,035720,2023.01.12,2197974.0
朝朝神,035720,2023.01.11,2544430.0
朝朝神,035720,2023.01.10,2178323.0
朝朝神,035720,2023.01.09,3482961.0
朝朝神,035720,2023.01.06,1420345.0
朝朝神,035720,2023.01.05,3046064.0
朝朝神,035720,2023.01.04,2241411.0
朝朝神,035720,2023.01.03,1420569.0
朝朝神,035720,2023.01.02,887667.0
朝朝神,035720,2022.12.29,1319611.0
朝朝神,035720,2022.12.28,1268005.0
朝朝神,035720,2022.12.27,1226474.0
朝朝神,035720,2022.12.26,988777.0
朝朝神,035720,2022.12.23,1339673.0
朝朝神,035720,2022.12.22,1228266.0
朝朝神,035720,2022.12.21,980179.0
朝朝神,035720,2022.12.20,1390754.0
朝朝神,035720,2022.12.19,1364858.0
朝朝神,035720,2022.12.16,2477820.0
朝朝神,035720,2022.12.15,3034680.0
朝朝神,035720,2022.12.14,1550967.0
朝朝神,035720,2022.12.13,1532110.0
朝朝神,035720,2022.12.12,1402888.0
朝朝神,035720,2022.12.09,2404261.0
朝朝神,035720,2022.12.08,1376893.0
朝朝神,035720,2022.12.07,1014142.0
朝朝神,035720,2022.12.06,1380887.0
朝朝神,035720,2022.12.05,2050445.0
朝朝神,035720,2022.12.02,1165966.0
朝朝神,035720,2022.12.01,2895695.0
朝朝神,035720,2022.11.30,1825885.0
朝朝神,035720,2022.11.29,1358761.0
朝朝神,035720,2022.11.28,1365592.0
朝朝神,035720,2022.11.25,1322780.0
朝朝神,035720,2022.11.24,1816392.0
朝朝神,035720,2022.11.23,2551968.0
朝朝神,035720,2022.11.22,1793196.0
朝朝神,035720,2022.11.21,1765878.0
朝朝神,035720,2022.11.18,1742383.0
朝朝神,035720,2022.11.17,1744238.0
朝朝神,035720,2022.11.16,2451864.0
朝朝神,035720,2022.11.15,2373778.0
朝朝神,035720,2022.11.14,5392366.0
朝朝神,035720,2022.11.11,17375821.0
朝朝神,035720,2022.11.10,2284351.0
朝朝神,035720,2022.11.09,4005676.0
朝朝神,035720,2022.11.08,4457042.0
朝朝神,035720,2022.11.07,2527175.0
朝朝神,035720,2022.11.04,3242294.0
朝朝神,035720,2022.11.03,3572826.0
朝朝神,035720,2022.11.02,4937758.0
朝朝神,035720,2022.11.01,1653708.0
朝朝神,035720,2022.10.31,3130880.0
朝朝神,035720,2022.10.28,1867478.0
朝朝神,035720,2022.10.27,2442155.0
朝朝神,035720,2022.10.26,2149830.0
朝朝神,035720,2022.10.25,1910362.0
朝朝神,035720,2022.10.24,2848346.0
朝朝神,035720,2022.10.21,3354625.0
朝朝神,035720,2022.10.20,4240904.0
朝朝神,035720,2022.10.19,4540597.0
朝朝神,035720,2022.10.18,6284583.0
朝朝神,035720,2022.10.17,9711382.0
朝朝神,035720,2022.10.14,3872919.0
朝朝神,035720,2022.10.13,2538948.0
朝朝神,035720,2022.10.12,2106857.0
朝朝神,035720,2022.10.11,2430880.0
朝朝神,035720,2022.10.07,4265238.0
朝朝神,035720,2022.10.06,2123384.0
朝朝神,035720,2022.10.05,2107661.0
朝朝神,035720,2022.10.04,2220578.0
朝朝神,035720,2022.09.30,1882206.0
朝朝神,035720,2022.09.29,2212133.0
朝朝神,035720,2022.09.28,2387527.0
朝朝神,035720,2022.09.27,1807942.0
朝朝神,035720,2022.09.26,1983320.0
朝朝神,035720,2022.09.23,1660303.0
朝朝神,035720,2022.09.22,1743099.0
朝朝神,035720,2022.09.21,1056852.0
朝朝神,035720,2022.09.20,854697.0
朝朝神,035720,2022.09.19,1132357.0
朝朝神,035720,2022.09.16,922538.0
朝朝神,035720,2022.09.15,984996.0
朝朝神,035720,2022.09.14,1827706.0
朝朝神,035720,2022.09.13,2103796.0
朝朝神,035720,2022.09.08,1169203.0
朝朝神,035720,2022.09.07,1793068.0
朝朝神,035720,2022.09.06,744418.0
朝朝神,035720,2022.09.05,865940.0
朝朝神,035720,2022.09.02,1201760.0
朝朝神,035720,2022.09.01,1275977.0
朝朝神,035720,2022.08.31,1348480.0
朝朝神,035720,2022.08.30,802825.0
朝朝神,035720,2022.08.29,1632297.0
朝朝神,035720,2022.08.26,993727.0
朝朝神,035720,2022.08.25,1252757.0
朝朝神,035720,2022.08.24,936191.0
朝朝神,035720,2022.08.23,1327312.0
朝朝神,035720,2022.08.22,1250643.0
朝朝神,035720,2022.08.19,1804047.0
朝朝神,035720,2022.08.18,1640906.0
朝朝神,035720,2022.08.17,1041971.0
朝朝神,035720,2022.08.16,1798225.0
朝朝神,035720,2022.08.12,1069578.0
朝朝神,035720,2022.08.11,1918391.0
朝朝神,035720,2022.08.10,1428961.0
朝朝神,035720,2022.08.09,1541966.0
朝朝神,035720,2022.08.08,1674063.0
朝朝神,035720,2022.08.05,2511627.0
朝朝神,035720,2022.08.04,5803458.0
朝朝神,035720,2022.08.03,2893725.0
朝朝神,035720,2022.08.02,1786920.0
朝朝神,035720,2022.08.01,907903.0
朝朝神,035720,2022.07.29,2164565.0
朝朝神,035720,2022.07.28,1226484.0
朝朝神,035720,2022.07.27,924477.0
朝朝神,035720,2022.07.26,696076.0
朝朝神,035720,2022.07.25,1038303.0
朝朝神,035720,2022.07.22,1601677.0
朝朝神,035720,2022.07.21,1244024.0
朝朝神,035720,2022.07.20,1758524.0
朝朝神,035720,2022.07.19,949001.0
朝朝神,035720,2022.07.18,1690739.0
朝朝神,035720,2022.07.15,1605289.0
朝朝神,035720,2022.07.14,1597400.0
朝朝神,035720,2022.07.13,1156844.0
朝朝神,035720,2022.07.12,1082539.0
朝朝神,035720,2022.07.11,979002.0
朝朝神,035720,2022.07.08,1418763.0
朝朝神,035720,2022.07.07,1603464.0
朝朝神,035720,2022.07.06,2724220
朝朝神,035720,2022.07.05,2125688
朝朝神,035720,2022.07.04,1019171
朝朝神,035720,2022.07.01,1817276
朝朝神,035720,2022.06.30,1339031
朝朝神,035720,2022.06.29,1185471
朝朝神,035720,2022.06.28,1082711
朝朝神,035720,2022.06.27,1470633
朝朝神,035720,2022.06.24,2331632
朝朝神,035720,2022.06.23,2005224
朝朝神,035720,2022.06.22,1908000
朝朝神,035720,2022.06.21,1525415
朝朝神,035720,2022.06.20,2436471
朝朝神,035720,2022.06.17,3044377
朝朝神,035720,2022.06.16,2053257
朝朝神,035720,2022.06.15,2844798
朝朝神,035720,2022.06.14,2342617
朝朝神,035720,2022.06.13,2176053
朝朝神,035720,2022.06.10,1430382
朝朝神,035720,2022.06.09,1732196
