companyName,companyCode,companyDate,postsPerDay,volumePerDay
캐리소프트,317530,2023.01.30,0.08,0.03
캐리소프트,317530,2023.01.27,0.08,0.01
캐리소프트,317530,2023.01.26,0.03,0.01
캐리소프트,317530,2023.01.25,0.0,0.01
캐리소프트,317530,2023.01.20,0.15,0.02
캐리소프트,317530,2023.01.19,0.45,0.21
캐리소프트,317530,2023.01.18,0.17,0.04
캐리소프트,317530,2023.01.17,0.13,0.06
캐리소프트,317530,2023.01.16,0.39,0.31
캐리소프트,317530,2023.01.13,0.15,0.01
캐리소프트,317530,2023.01.12,0.13,0.0
캐리소프트,317530,2023.01.11,0.3,0.01
캐리소프트,317530,2023.01.10,0.18,0.03
캐리소프트,317530,2023.01.09,0.04,0.01
캐리소프트,317530,2023.01.06,0.25,0.14
캐리소프트,317530,2023.01.05,0.19,0.08
캐리소프트,317530,2023.01.04,0.14,0.06
캐리소프트,317530,2023.01.03,0.13,0.07
캐리소프트,317530,2023.01.02,0.33,0.27
캐리소프트,317530,2022.12.29,0.05,0.01
캐리소프트,317530,2022.12.28,0.03,0.01
캐리소프트,317530,2022.12.27,0.08,0.01
캐리소프트,317530,2022.12.26,0.13,0.01
캐리소프트,317530,2022.12.23,0.09,0.01
캐리소프트,317530,2022.12.22,0.15,0.04
캐리소프트,317530,2022.12.21,0.14,0.06
캐리소프트,317530,2022.12.20,0.07,0.05
캐리소프트,317530,2022.12.19,0.13,0.06
캐리소프트,317530,2022.12.16,0.21,0.15
캐리소프트,317530,2022.12.15,0.51,0.5
캐리소프트,317530,2022.12.14,0.03,0.01
캐리소프트,317530,2022.12.13,0.18,0.03
캐리소프트,317530,2022.12.12,0.04,0.04
캐리소프트,317530,2022.12.09,0.08,0.11
캐리소프트,317530,2022.12.08,0.29,0.22
캐리소프트,317530,2022.12.07,0.55,0.3
캐리소프트,317530,2022.12.06,1.0,1.0
