companyName,companyCode,companyDate,postsPerDay,volumePerDay
엠게임,058630,2023.01.30,0.03,0.05
엠게임,058630,2023.01.27,0.07,0.03
엠게임,058630,2023.01.26,0.09,0.06
엠게임,058630,2023.01.25,0.08,0.07
엠게임,058630,2023.01.20,0.03,0.03
엠게임,058630,2023.01.19,0.05,0.03
엠게임,058630,2023.01.18,0.05,0.06
엠게임,058630,2023.01.17,0.11,0.06
엠게임,058630,2023.01.16,0.03,0.05
엠게임,058630,2023.01.13,0.05,0.03
엠게임,058630,2023.01.12,0.02,0.03
엠게임,058630,2023.01.11,0.07,0.04
엠게임,058630,2023.01.10,0.03,0.03
엠게임,058630,2023.01.09,0.04,0.05
엠게임,058630,2023.01.06,0.08,0.03
엠게임,058630,2023.01.05,0.13,0.06
엠게임,058630,2023.01.04,0.29,0.3
엠게임,058630,2023.01.03,0.26,0.12
엠게임,058630,2023.01.02,0.07,0.09
엠게임,058630,2022.12.29,0.29,0.3
엠게임,058630,2022.12.28,0.09,0.02
엠게임,058630,2022.12.27,0.04,0.02
엠게임,058630,2022.12.26,0.08,0.02
엠게임,058630,2022.12.23,0.05,0.03
엠게임,058630,2022.12.22,0.06,0.09
엠게임,058630,2022.12.21,0.04,0.03
엠게임,058630,2022.12.20,0.09,0.04
엠게임,058630,2022.12.19,0.09,0.03
엠게임,058630,2022.12.16,0.13,0.06
엠게임,058630,2022.12.15,0.12,0.04
엠게임,058630,2022.12.14,0.13,0.07
엠게임,058630,2022.12.13,0.17,0.11
엠게임,058630,2022.12.12,0.18,0.14
엠게임,058630,2022.12.09,0.25,0.17
엠게임,058630,2022.12.08,0.36,0.35
엠게임,058630,2022.12.07,1.0,1.0
엠게임,058630,2022.12.06,0.01,0.02
엠게임,058630,2022.12.05,0.03,0.03
엠게임,058630,2022.12.02,0.03,0.03
엠게임,058630,2022.12.01,0.1,0.09
엠게임,058630,2022.11.30,0.11,0.08
엠게임,058630,2022.11.29,0.01,0.01
엠게임,058630,2022.11.28,0.04,0.02
엠게임,058630,2022.11.25,0.12,0.04
엠게임,058630,2022.11.24,0.11,0.04
엠게임,058630,2022.11.23,0.16,0.07
엠게임,058630,2022.11.22,0.26,0.06
엠게임,058630,2022.11.21,0.19,0.07
엠게임,058630,2022.11.18,0.49,0.42
엠게임,058630,2022.11.17,0.25,0.18
엠게임,058630,2022.11.16,0.08,0.04
엠게임,058630,2022.11.15,0.06,0.04
엠게임,058630,2022.11.14,0.12,0.04
엠게임,058630,2022.11.11,0.1,0.04
엠게임,058630,2022.11.10,0.06,0.04
엠게임,058630,2022.11.09,0.13,0.06
엠게임,058630,2022.11.08,0.33,0.11
엠게임,058630,2022.11.07,0.08,0.03
엠게임,058630,2022.11.04,0.06,0.02
엠게임,058630,2022.11.03,0.03,0.02
엠게임,058630,2022.11.02,0.07,0.03
엠게임,058630,2022.11.01,0.11,0.07
엠게임,058630,2022.10.31,0.01,0.01
엠게임,058630,2022.10.28,0.01,0.02
엠게임,058630,2022.10.27,0.07,0.02
엠게임,058630,2022.10.26,0.06,0.04
엠게임,058630,2022.10.25,0.03,0.01
엠게임,058630,2022.10.24,0.03,0.02
엠게임,058630,2022.10.21,0.05,0.02
엠게임,058630,2022.10.20,0.05,0.02
엠게임,058630,2022.10.19,0.09,0.03
엠게임,058630,2022.10.18,0.03,0.25
