companyName,companyCode,companyDate,postsPerDay,volumePerDay
티쓰리,204610,2023.01.30,0.06,0.04
티쓰리,204610,2023.01.27,0.1,0.09
티쓰리,204610,2023.01.26,0.07,0.06
티쓰리,204610,2023.01.25,0.19,0.15
티쓰리,204610,2023.01.20,0.05,0.06
티쓰리,204610,2023.01.19,0.27,0.22
티쓰리,204610,2023.01.18,0.22,0.14
티쓰리,204610,2023.01.17,0.22,0.11
티쓰리,204610,2023.01.16,0.14,0.13
티쓰리,204610,2023.01.13,0.09,0.03
티쓰리,204610,2023.01.12,0.33,0.06
티쓰리,204610,2023.01.11,0.32,0.08
티쓰리,204610,2023.01.10,0.22,0.09
티쓰리,204610,2023.01.09,0.23,0.08
티쓰리,204610,2023.01.06,0.22,0.08
티쓰리,204610,2023.01.05,0.3,0.18
티쓰리,204610,2023.01.04,0.53,0.18
티쓰리,204610,2023.01.03,0.78,0.78
티쓰리,204610,2023.01.02,0.33,0.23
티쓰리,204610,2022.12.29,1.0,1.0
티쓰리,204610,2022.12.28,0.16,0.05
티쓰리,204610,2022.12.27,0.22,0.18
