companyName,companyCode,companyDate,postsPerDay,volumePerDay
미스터블루,207760,2023.01.30,0.05,0.05
미스터블루,207760,2023.01.27,0.1,0.07
미스터블루,207760,2023.01.26,0.09,0.13
미스터블루,207760,2023.01.25,0.07,0.06
미스터블루,207760,2023.01.20,0.21,0.07
미스터블루,207760,2023.01.19,0.26,0.12
미스터블루,207760,2023.01.18,0.48,0.49
미스터블루,207760,2023.01.17,0.26,0.17
미스터블루,207760,2023.01.16,1.0,1.0
미스터블루,207760,2023.01.13,0.07,0.05
미스터블루,207760,2023.01.12,0.09,0.06
미스터블루,207760,2023.01.11,0.17,0.07
미스터블루,207760,2023.01.10,0.38,0.15
미스터블루,207760,2023.01.09,0.16,0.13
