companyName,companyCode,date,postPerDay,tradingPerDay
캐리소프트,317530,2023.01.30,16,358879.0
캐리소프트,317530,2023.01.27,16,176432.0
캐리소프트,317530,2023.01.26,9,173916.0
캐리소프트,317530,2023.01.25,4,175669.0
캐리소프트,317530,2023.01.20,28,281297.0
캐리소프트,317530,2023.01.19,75,2139156.0
캐리소프트,317530,2023.01.18,31,488463.0
캐리소프트,317530,2023.01.17,25,630967.0
캐리소프트,317530,2023.01.16,66,3048847.0
캐리소프트,317530,2023.01.13,28,166451.0
캐리소프트,317530,2023.01.12,25,93096.0
캐리소프트,317530,2023.01.11,51,167462.0
캐리소프트,317530,2023.01.10,32,368568.0
캐리소프트,317530,2023.01.09,10,197594.0
캐리소프트,317530,2023.01.06,43,1451555.0
캐리소프트,317530,2023.01.05,34,879659.0
캐리소프트,317530,2023.01.04,27,669891.0
캐리소프트,317530,2023.01.03,24,714520.0
캐리소프트,317530,2023.01.02,56,2631897.0
캐리소프트,317530,2022.12.29,12,142637.0
캐리소프트,317530,2022.12.28,9,185062.0
캐리소프트,317530,2022.12.27,17,228919.0
캐리소프트,317530,2022.12.26,24,226080.0
캐리소프트,317530,2022.12.23,19,207944.0
캐리소프트,317530,2022.12.22,28,448591.0
캐리소프트,317530,2022.12.21,26,620763.0
캐리소프트,317530,2022.12.20,15,557229.0
캐리소프트,317530,2022.12.19,24,697225.0
캐리소프트,317530,2022.12.16,37,1515711.0
캐리소프트,317530,2022.12.15,85,4822440.0
캐리소프트,317530,2022.12.14,8,193338.0
캐리소프트,317530,2022.12.13,32,389792.0
캐리소프트,317530,2022.12.12,11,477991.0
캐리소프트,317530,2022.12.09,17,1160642.0
캐리소프트,317530,2022.12.08,50,2191310.0
캐리소프트,317530,2022.12.07,91,2919714.0
캐리소프트,317530,2022.12.06,163,9611302.0
