2023.01.24,1
2023.01.22,1
2023.01.21,1
2023.01.20,4
2023.01.19,6
2023.01.18,11
2023.01.17,3
2023.01.16,4
2023.01.14,2
2023.01.13,5
2023.01.12,4
2023.01.11,3
2023.01.10,4
2023.01.09,2
2023.01.07,2
2023.01.06,2
2023.01.05,1
2023.01.04,4
2023.01.03,3
2023.01.02,3
2022.12.30,2
2022.12.29,6
2022.12.28,4
2022.12.27,1
2022.12.26,2
2022.12.23,3
2022.12.22,4
2022.12.21,7
2022.12.20,5
2022.12.19,29
2022.12.16,6
2022.12.15,7
2022.12.14,5
2022.12.13,7
2022.12.12,9
2022.12.09,3
2022.12.08,7
2022.12.07,2
2022.12.06,3
2022.12.05,3
2022.12.03,2
2022.12.02,10
2022.12.01,8
2022.11.30,5
2022.11.29,4
2022.11.28,3
2022.11.26,2
2022.11.25,13
2022.11.24,8
2022.11.23,9
2022.11.22,12
2022.11.21,8
2022.11.20,3
2022.11.19,1
2022.11.18,27
2022.11.17,6
2022.11.16,6
2022.11.15,49
2022.11.14,3
2022.11.13,2
2022.11.11,3
2022.11.09,2
2022.11.08,2
2022.11.07,1
2022.11.04,5
2022.11.03,3
2022.11.02,3
2022.11.01,3
2022.10.31,1
2022.10.30,1
2022.10.29,1
2022.10.28,4
2022.10.27,13
2022.10.26,1
2022.10.25,4
2022.10.24,2
2022.10.21,3
2022.10.20,6
2022.10.19,6
2022.10.18,4
2022.10.17,1
2022.10.16,3
2022.10.15,1
2022.10.14,8
2022.10.13,12
2022.10.12,7
2022.10.11,14
2022.10.08,1
2022.10.07,4
2022.10.06,4
2022.10.05,6
2022.10.04,4
2022.10.03,3
2022.10.02,2
2022.10.01,2
2022.09.30,9
2022.09.29,5
2022.09.28,5
2022.09.27,6
2022.09.26,4
2022.09.25,1
2022.09.24,1
2022.09.23,6
2022.09.22,14
2022.09.21,6
2022.09.20,6
2022.09.19,7
2022.09.18,1
2022.09.17,3
2022.09.16,8
2022.09.15,4
2022.09.14,3
2022.09.13,4
2022.09.09,3
2022.09.08,5
2022.09.07,13
2022.09.06,4
2022.09.05,4
2022.09.04,1
2022.09.02,3
2022.09.01,8
2022.08.31,4
2022.08.30,4
2022.08.29,7
2022.08.26,2
2022.08.25,6
2022.08.24,6
2022.08.23,8
2022.08.22,12
2022.08.21,1
2022.08.20,2
2022.08.19,8
2022.08.18,13
2022.08.17,11
2022.08.16,8
2022.08.15,2
2022.08.14,2
2022.08.13,3
2022.08.12,5
2022.08.11,4
2022.08.10,10
2022.08.09,5
2022.08.08,10
2022.08.06,2
2022.08.05,8
2022.08.04,21
2022.08.03,16
2022.08.02,12
2022.08.01,7
2022.07.31,1
2022.07.30,1
2022.07.29,5
2022.07.28,6
2022.07.27,6
2022.07.26,5
2022.07.25,7
2022.07.24,2
2022.07.23,3
2022.07.22,4
2022.07.21,16
2022.07.20,14
2022.07.19,6
2022.07.18,6
2022.07.17,2
2022.07.16,2
2022.07.15,6
2022.07.14,7
2022.07.13,13
2022.07.12,7
2022.07.11,6
2022.07.10,2
2022.07.09,3
2022.07.08,11
2022.07.07,7
2022.07.06,6
2022.07.05,11
2022.07.04,7
2022.07.03,4
2022.07.02,1
2022.07.01,15
2022.06.30,14
2022.06.29,13
2022.06.28,13
2022.06.27,19
2022.06.26,3
2022.06.25,3
2022.06.24,49
2022.06.23,73
2022.06.22,82
2022.06.21,82
2022.06.20,101
2022.06.19,12
2022.06.18,9
