파커스,065690,-22.321428571428573,-46.34146341463415
비엔지티,032790,-0.7766990291262136,-91.17647058823529
빅솔론,093190,-12.14622641509434,-56.84210526315789
아이디스홀딩스,054800,-14.887751083103584,-67.02355460385438
피씨디렉트,051380,12.52692031586504,21.052631578947366
아이디피,332370,0,0
에이루트,096690,10.86261980830671,160.0
한국정보공학,039740,11.76470588235294,-463.6363636363637
디지아이,043360,0.6493506493506493,-112.12121212121211
딜리,131180,-31.604938271604937,12.5
씨아이테크,004920,1.71990171990172,-6.666666666666667
인포마크,175140,-42.15425531914894,-27.966101694915253
센트럴인사이트,012600,-29.126213592233007,-29.11392405063291
푸른기술,094940,1.282051282051282,-75.0
앱코,129890,81.73190984578885,327.2727272727273
잉크테크,049550,-18.274111675126903,-284.61538461538464
에이텍,045660,-1.1077542799597182,43.18181818181818
에이텍티앤,224110,-7.5,-9.615384615384617
오픈베이스,049480,-1.1435832274459974,60.86956521739131
케이씨티,089150,1.9900497512437811,-30.76923076923077
우리로,046970,-7.365684575389948,-110.00000000000001
주연테크,044380,49.64200477326969,-117.85714285714286
엔에스엔,031860,1.2987012987012987,-18.9873417721519
메디프론,065650,80.45977011494253,0.0
