companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsGrowthRate
현대백화점,069960,0.86,0.05
이마트,139480,0.75,0.05
JTC,950170,1,1.0
신세계,004170,0.71,0.14
광주신세계,037710,0.61,0.03
GS리테일,007070,0.7,0.03
세이브존I&C,067830,0.54,1
롯데쇼핑,023530,0.62,0.05
대구백화점,006370,0.58,0.05
베뉴지,019010,0.53,0.01
BGF,027410,1.0,0.13
BGF리테일,282330,0.7,0.04
