companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsGrowthRate
신영스팩6호,344050,0.17,0.73
컴퍼니케이,307930,0.19,0.73
교보10호스팩,355150,0.17,0.73
미래에셋벤처투자,100790,0.26,0.91
엔에이치스팩22호,396770,0.17,0.73
대신밸런스제10호스팩,387310,0.17,0.73
나우IB,293580,0.35,0.95
DSC인베스트먼트,241520,0.41,1.0
큐캐피탈,016600,0.14,0.92
대신밸런스제12호스팩,426670,0.17,0.73
IBKS제16호스팩,388790,0.17,0.73
IBKS제18호스팩,424760,0.17,0.73
우리기술투자,041190,0.38,0.95
삼성스팩4호,377630,0.17,0.73
신한제7호스팩,366330,0.17,0.73
삼성스팩6호,425290,0.17,0.73
유안타제10호스팩,435380,0.17,0.73
DB금융스팩10호,404950,0.17,0.73
DB금융스팩9호,367360,0.17,0.73
신영스팩8호,430220,0.17,0.73
키움제6호스팩,413600,0.17,0.73
하나금융20호스팩,400560,0.17,0.73
대성창투,027830,0.31,0.14
아주IB투자,027360,0.46,0.97
비엔케이제1호스팩,445360,0.17,0.73
유진스팩6호,373340,0.17,0.73
린드먼아시아,277070,0.25,0.75
에이티넘인베스트,021080,0.28,0.86
스톤브릿지벤처스,330730,0.23,0.82
상상인제3호스팩,415580,0.17,0.73
삼성머스트스팩5호,380320,0.17,0.73
교보11호스팩,397880,0.17,0.73
하이제7호스팩,400840,0.17,0.73
에스케이증권제8호스팩,435870,0.17,0.73
신한제9호스팩,405640,0.17,0.73
엔에이치스팩26호,439410,0.17,0.73
유진스팩8호,413630,0.17,0.73
케이비제21호스팩,424140,0.17,0.73
엔에이치스팩27호,440820,0.17,0.73
키움제7호스팩,433530,0.17,0.73
케이비제22호스팩,436530,0.17,0.73
하나금융23호스팩,427950,0.17,0.73
케이비제23호스팩,440200,0.17,0.73
IBKS제13호스팩,351340,0.17,0.73
DB금융스팩8호,367340,0.17,0.73
유안타제9호스팩,430700,0.17,0.73
신영스팩7호,419270,0.17,0.73
하나머스트7호스팩,372290,0.17,0.73
엔에이치스팩24호,437780,0.17,0.73
대신밸런스제13호스팩,438220,0.17,0.73
IBKS제20호스팩,439730,0.17,0.73
IBKS제19호스팩,426550,0.17,0.73
IBKS제21호스팩,442770,0.17,0.73
SBI인베스트먼트,019550,0.2,0.75
SV인베스트먼트,289080,0.53,0.0
TS인베스트먼트,246690,0.25,0.83
다올인베스트먼트,298870,0.46,0.96
엔에이치스팩19호,380440,0.17,0.73
삼성스팩7호,439250,0.17,0.73
엔에이치스팩20호,391060,0.17,0.73
에이치엠씨제5호스팩,353060,0.17,0.73
하나금융24호스팩,430230,0.17,0.73
한국제11호스팩,436610,0.17,0.73
엔에이치스팩25호,438580,0.17,0.73
교보13호스팩,440790,0.17,0.73
유진스팩9호,442130,0.17,0.73
대신밸런스제14호스팩,442310,0.17,0.73
대신밸런스제11호스팩,397500,0.17,0.73
신한제8호스팩,393360,0.17,0.73
유진스팩7호,388800,0.17,0.73
하나금융19호스팩,388220,0.17,0.73
IBKS제17호스팩,405350,0.17,0.73
한화플러스제2호스팩,386580,0.17,0.73
한국제10호스팩,409570,0.17,0.73
하이제6호스팩,377400,0.17,0.73
하나금융22호스팩,418170,0.17,0.73
신한제10호스팩,418210,0.17,0.73
엔에이치스팩23호,422040,0.17,0.73
유안타제8호스팩,367480,0.17,0.73
미래에셋대우스팩 5호,353490,0.17,0.73
에이치엠씨제4호스팩,353070,0.17,0.73
하나금융25호스팩,435620,0.17,0.73
스틱인베스트먼트,026890,0.18,0.83
미래에셋비전스팩1호,412930,0.17,0.73
교보12호스팩,421800,0.17,0.73
하나금융21호스팩,406760,0.17,0.73
하나금융16호스팩,343510,0.17,0.73
한화플러스제3호스팩,430460,0.17,0.73
신영스팩9호,445970,0.17,0.73
리더스 기술투자,019570,1.0,0.57
에스케이증권7호스팩,408920,0.17,0.73
엠벤처투자,019590,0.0,0.46
