companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsGrowthRate
코텍,052330,0.17,0.85
LG디스플레이,034220,1.0,1
일진디스플,020760,0.27,0.89
비덴트,121800,1,1.0
